transaction_id,account_id,transaction_date,transaction_type,amount,merchant,category
205036,10215,2025-06-03,debit,6472.1,Clark Inc,Entertainment
205037,10009,2024-09-05,credit,6811.81,Price-Jimenez,Utilities
205038,10028,2024-11-07,credit,-6570.53,Summers Ltd,Entertaiment
205039,11101,2025-05-15,credit,1666.58,Stone LLC,Utilities
205040,10198,2025-04-15,debit,3258.6,Martinez-Thompson,Groceries
205041,10316,2024-12-21,credit,4646.37,"Wilson, Hanna and Davis",Insurance
205042,10653,2024-10-12,credit,5247.27,Crawford Ltd,Insurance
205043,10655,2025-01-04,debit,438.44,Merchant Unknown,Groceries
205044,10747,2024-09-07,credit,6691.6,Harris Ltd,Grocerry
205045,11047,2025-07-20,credit,1.51,Lyons LLC,Grocerry
205046,10314,2024-09-03,debit,8652.8,Lowe LLC,Shopping
205047,10328,2025-04-02,credit,512.11,Smith LLC,Rent
205048,10144,2024-09-05,credit,8996.44,Gonzales and Sons,Fuel
205049,10419,2025-06-09,debit,3785.24,Green-Wood,Fuel
205050,10231,2025-01-09,credit,3484.62,Merchant Unknown,Groceriess
205051,11149,2024-12-19,credit,8384.07,Williamson PLC,Fuel
205052,10274,2024-10-15,credit,8318.38,Peterson Ltd,Fuel
205053,11144,2024-10-31,debit,5379.84,"Taylor, Chung and Leon",Utilities
205054,11195,2024-09-21,debit,2003.13,"Roman, Smith and Miranda",Shopping
205055,11107,2024-11-14,debit,6158.04,Norris-Stevenson,Shopping
205056,10108,2025-01-24,credit,9401.52,Snyder-Owen,Grocerry
205057,10713,2025-03-27,credit,8922.39,"Walker, Phillips and Bowers",Shopping
205058,10441,2025-01-01,credit,-8874.97,Stevens LLC,Salary
205059,10657,2024-12-19,debit,3657.42,Merchant Unknown,Shopping
205060,10306,2024-08-22,credit,2719.47,Meyer Ltd,Groceries
205061,10609,2024-08-03,debit,5663.45,Woodward-Glover,Fuel
205062,10086,2024-07-23,credit,2749.11,Aguilar Inc,Shopping
205063,10145,2024-09-26,credit,4732.59,Garcia-Keller,Entertaiment
205064,11056,2025-02-28,debit,2705.23,Allen and Sons,Groceries
205065,11180,2024-07-15,debit,1839.31,Johnson LLC,Grocerry
205066,10814,2024-09-06,credit,9800.53,Dougherty-Rhodes,Groceries
205067,10114,2024-09-03,credit,3555.57,Sullivan-Ray,Rent
205068,10584,2025-01-15,debit,4464.19,Dawson-Mcdowell,Shopping
205069,10263,2024-08-31,debit,8732.56,Taylor Ltd,Groceries
205070,11120,2024-08-13,credit,15.36,Perez and Sons,Shopping
205071,10261,2025-06-12,debit,8572.03,Grant and Sons,Fuel
205072,10600,2025-01-15,debit,7847.44,Tanner-Dalton,Groceries
205073,10277,2024-12-27,debit,1161.78,Pugh Ltd,Insurance
205074,10918,2025-02-04,debit,6944.42,Clark-Guerra,Groceries
205075,10736,2024-08-05,debit,6891.27,Castillo PLC,Utilities
205076,11090,2024-11-10,debit,4581.33,"Humphrey, Benjamin and Harris",Groceries
205077,11088,2025-02-20,debit,1321.18,Martinez Inc,Groceries
205078,10193,2024-12-07,credit,370.5,"Spencer, Taylor and Banks",Utilities
205079,10942,2025-01-12,credit,5049.4,Williamson PLC,Fuel
205080,10093,2024-09-15,credit,1948.36,Jones-Rodriguez,Rent
205081,10705,2024-09-24,credit,9840.89,Schaefer PLC,Entertaiment
205082,10383,2024-10-21,debit,3782.08,Klein-Stephens,Salary
205083,10731,2025-04-27,debit,5089.72,Fernandez and Sons,Insurance
205084,11107,2024-12-15,debit,7622.29,"Ramirez, Santos and Barron",Grocerry
205085,10976,2025-05-04,debit,3099.49,Stephens Inc,Rent
205086,10228,2024-09-20,credit,538.45,Griffin Ltd,Shopping
205087,10542,2024-10-01,credit,2387.45,"Adams, Jackson and Kirby",Fuel
205088,11198,2024-10-25,debit,2878.99,Merchant Unknown,Shopping
205089,10637,2024-10-23,debit,6663.92,Gonzales Group,Entertaiment
205090,10401,2025-06-03,debit,6033.97,Smith and Sons,Shopping
205091,10134,2025-06-17,debit,6483.68,Morris-Harding,Shopping
205092,10902,2025-01-13,debit,6549.9,Dickerson LLC,Groceriess
205093,10572,2025-01-26,credit,6652.05,"Garcia, Martinez and Dixon",Fuel
205094,10591,2025-03-12,debit,8471.61,"Shepherd, Cunningham and Reese",Fuel
205095,10178,2025-01-12,credit,8607.68,Brown-Arias,Fuel
205096,10943,2025-04-05,credit,3790.81,"Ramirez, Olson and Hester",Groceries
205097,10770,2025-04-18,credit,4385.45,Nixon PLC,Insurance
205098,11174,2024-12-31,debit,2529.68,"Gomez, Marshall and Gay",Shopping
205099,10626,2024-12-08,debit,6972.73,Garcia-Henson,Groceriess
205100,10434,2025-05-05,debit,815.88,Robinson Inc,Shopping
205101,11078,2024-12-16,debit,3831.61,James Group,Salary
205102,11072,2025-03-17,debit,1891.33,Brown-Wu,Insurance
205103,10651,2025-03-24,credit,9051.97,Lewis-Whitehead,Groceries
205104,10056,2024-07-31,credit,6632.85,Berry Inc,Salary
205105,10652,2025-04-01,debit,2992.62,Terry-Duarte,Shopping
205106,11088,2025-02-10,debit,9264.45,Rogers-Robinson,Grocerry
205107,10904,2025-02-12,debit,3743.92,Henry Ltd,Shopping
205108,10349,2024-08-09,credit,2272.26,Scott Inc,Entertainment
205109,10223,2024-09-23,credit,3486.19,Vasquez-Jones,Fuel
205110,10483,2024-12-24,debit,3278.49,Schroeder and Sons,Entertainment
205111,10361,2024-12-31,credit,9646.25,"Welch, Clark and Perry",Rent
205112,10158,2025-05-06,debit,9938.17,"Carpenter, Koch and Kemp",Rent
205113,10552,2024-10-15,debit,1027.74,Holmes-Williams,Groceriess
205114,10257,2024-08-20,debit,2012.42,Myers LLC,Groceries
205115,10315,2024-12-17,debit,2565.1,"Evans, Evans and Hansen",Groceries
205116,10265,2025-06-22,credit,445.67,Sanchez-Ward,Rent
205117,10794,2025-04-28,debit,2738.67,Brown-Coleman,Shopping
205118,10850,2025-07-18,debit,9705.0,Johnston PLC,Fuel
205119,10750,2024-07-05,credit,7103.79,Moran-Robinson,Grocerry
205120,11014,2025-05-05,credit,-3308.41,Weber-Wilson,Shopping
205121,10550,2024-07-05,credit,9471.14,Hatfield-Knox,Fuel
205122,10405,2025-04-12,debit,436.52,"Johnson, Reed and Dunn",Entertaiment
205123,10638,2025-03-09,credit,3885.21,"Johnson, Young and Dominguez",Fuel
205124,10503,2025-03-25,debit,1538.5,Smith-Good,Groceries
205125,10654,2024-08-03,debit,8027.86,"Munoz, Pham and Coffey",Groceries
205126,10830,2024-12-03,credit,9934.13,Merchant Unknown,Salary
205127,11087,2025-01-21,credit,4733.24,"Baker, Morris and Murphy",Utilities
205128,10105,2025-03-26,credit,7520.34,Duarte-Manning,Shopping
205129,10461,2025-04-01,debit,9500.28,"Chan, Holloway and West",Grocerry
205130,10759,2024-10-18,credit,5258.63,Johnson LLC,Entertainment
205131,11154,2024-10-05,debit,5299.22,House Ltd,Grocerry
205132,10086,2024-11-13,debit,7165.99,Beltran LLC,Entertainment
205133,10414,2025-06-19,credit,4609.03,"Wade, Barnes and Salinas",Insurance
205134,10795,2025-07-19,debit,101.4,Elliott and Sons,Salary
205135,10053,2024-07-14,debit,156.18,Daniel Ltd,Insurance
205136,10710,2025-01-05,credit,6455.61,Guzman-Carlson,Groceriess
205137,11017,2024-09-28,credit,1638.89,Middleton Inc,Utilities
205138,10491,2025-07-10,credit,6902.31,Henson Ltd,Insurance
205139,11154,2024-07-26,credit,7390.14,Marks-Bailey,Salary
205140,10273,2025-02-25,credit,8451.47,"Williams, Mccoy and Smith",Groceries
205141,10315,2024-07-24,credit,1336.63,Logan-Nelson,Insurance
205142,10247,2024-12-11,credit,6360.52,Parker-Scott,Fuel
205143,10535,2024-07-15,credit,1708.92,Williams LLC,Fuel
205144,10269,2024-07-10,credit,-151.74,Carter Group,Grocerry
205145,10350,2024-10-02,credit,2648.31,Merchant Unknown,Groceriess
205146,11000,2025-05-21,credit,3357.17,King-Murray,Insurance
205147,10238,2025-01-17,debit,9974.22,Phillips PLC,Utilities
205148,11063,2025-05-06,debit,7998.66,Bell-Ward,Entertaiment
205149,11100,2024-07-03,debit,4584.26,Holder-Arnold,Entertainment
205150,10769,2025-02-15,debit,35.76,Heath Group,Shopping
205151,10952,2024-12-08,credit,3921.72,Stewart Group,Groceries
205152,10263,2024-07-19,credit,9099.06,Burch PLC,Rent
205153,10335,2024-07-11,debit,7459.12,"Ruiz, Rivera and Miller",Entertainment
205154,10879,2025-01-08,credit,2915.5,Jackson Inc,Groceriess
205155,10963,2025-04-29,debit,1955.63,Gomez-Maldonado,Fuel
205156,10615,2024-11-17,credit,641.21,Hawkins Inc,Fuel
205157,10381,2024-11-15,credit,1968.74,"Rivera, Johnson and Allen",Grocerry
205158,10666,2024-11-04,credit,2175.49,Merchant Unknown,Fuel
205159,10993,2025-06-26,debit,9193.79,Gonzales Inc,Groceries
205160,10196,2025-04-23,debit,745.03,Scott-Chen,Fuel
205161,10379,2025-03-18,credit,2517.15,Castillo-Brock,Groceries
205162,11069,2025-05-24,credit,5753.25,"Stanley, Humphrey and Cardenas",Shopping
205163,10713,2025-05-15,debit,9088.87,Garrett Ltd,Groceriess
205164,10387,2025-06-07,debit,2784.07,Frank and Sons,Entertainment
205165,10700,2025-03-25,credit,2073.02,Martinez Group,Groceriess
205166,10747,2024-11-29,credit,7313.92,Brown-Cox,Salary
205167,10496,2024-11-18,debit,3403.44,Gutierrez LLC,Groceriess
205168,10707,2025-06-18,credit,3454.29,Ramirez-Wheeler,Fuel
205169,10391,2025-07-13,credit,5596.03,Merchant Unknown,Insurance
205170,10621,2024-11-14,debit,3938.76,"Wagner, Orr and White",Rent
205171,10716,2025-03-18,credit,2689.5,Miller-Beck,Shopping
205172,10779,2024-09-22,credit,5560.43,Romero Inc,Shopping
205173,10285,2025-05-28,credit,7463.05,Chase and Sons,Shopping
205174,10755,2025-05-27,debit,8923.21,Chen-Nelson,Shopping
205175,10127,2025-04-11,debit,3551.51,"Becker, Saunders and Mahoney",Shopping
205176,10621,2025-02-12,credit,4228.78,"Moore, Lane and Goodman",Shopping
205177,11039,2024-10-30,debit,9496.7,"Davis, Villarreal and Sexton",Groceriess
205178,10823,2024-10-20,credit,2484.3,"Blankenship, Johnston and Torres",Utilities
205179,10665,2025-06-06,credit,235.6,Andrews LLC,Fuel
205180,10460,2024-11-22,debit,6339.58,Rosales-Shields,Entertainment
205181,10611,2024-10-03,credit,4785.08,Young-Waller,Fuel
205182,10545,2025-02-06,credit,-431.06,Newman LLC,Insurance
205183,11092,2025-01-29,credit,6191.34,"Cameron, Gordon and Castro",Fuel
205184,10159,2025-03-03,credit,1636.16,Walton-Mendoza,Entertaiment
205185,10822,2025-03-11,debit,2817.97,"Nunez, Woods and Lang",Groceries
205186,10890,2025-05-23,debit,2905.43,"Harrison, Harris and Schmidt",Insurance
205187,10476,2024-10-28,credit,-4602.57,Merchant Unknown,Shopping
205188,10075,2024-09-30,debit,9995.43,Gates-Bell,Grocerry
205189,10018,2025-01-30,debit,9424.5,Wyatt Group,Fuel
205190,11042,2024-08-12,credit,256.16,Merchant Unknown,Groceries
205191,10126,2024-12-07,credit,6877.45,Bradford PLC,Groceriess
205192,10354,2024-12-16,debit,5684.83,Alexander-Roman,Fuel
205193,10848,2024-12-10,debit,856.9,Merchant Unknown,Rent
205194,10082,2024-12-08,debit,6850.89,"Clements, Molina and Holt",Groceries
205195,10712,2024-07-27,credit,2171.05,"Martinez, Lopez and Diaz",Rent
205196,11125,2024-11-20,debit,4153.15,Martinez-Ray,Rent
205197,10732,2025-03-04,debit,1161.04,"Clark, West and Hancock",Salary
205198,10147,2025-01-04,credit,5668.51,Schmidt LLC,Rent
205199,10971,2024-12-06,credit,651.34,Flores-Wilson,Shopping
205200,10214,2025-02-25,credit,1175.7,Singleton-Graham,Fuel
205201,10964,2025-04-27,debit,2078.85,Hogan Ltd,Entertainment
205202,10539,2025-02-10,debit,1051.28,"Lambert, Baird and Washington",Salary
205203,10021,2025-03-09,debit,1868.56,Foley-Glover,Entertainment
205204,10248,2024-12-28,credit,4968.28,Merchant Unknown,Fuel
205205,10014,2024-12-29,debit,7336.89,Nelson LLC,Utilities
205206,10657,2025-05-04,credit,-3007.11,Singleton-Mcdonald,Fuel
205207,10070,2025-06-20,debit,6742.86,Taylor LLC,Entertaiment
205208,10471,2025-04-13,debit,390.72,Terry LLC,Groceriess
205209,11177,2024-11-16,credit,8331.67,Scott-Campbell,Entertaiment
205210,10550,2025-03-01,credit,8113.56,"Holt, Humphrey and Flores",Fuel
205211,10925,2025-05-07,credit,9939.41,Anderson-Price,Entertaiment
205212,10378,2025-02-25,debit,8576.35,Henry LLC,Shopping
205213,10686,2025-06-23,debit,6226.6,"Dunn, Kelly and Oconnor",Utilities
205214,10392,2025-03-28,debit,8208.46,"Pena, Myers and Bass",Insurance
205215,10533,2025-04-14,debit,2429.25,"Ortiz, Allen and Morgan",Insurance
205216,10343,2024-10-09,debit,8942.46,Smith LLC,Shopping
205217,10076,2024-07-06,credit,5655.7,"Roach, Crane and Deleon",Rent
205218,10303,2025-03-19,credit,193.28,Martin-Mcfarland,Groceriess
205219,11058,2024-12-25,debit,4555.71,Rice Ltd,Groceries
205220,11010,2025-07-20,credit,-2515.19,Wells PLC,Entertainment
205221,10734,2024-10-30,credit,1910.76,"Romero, Hawkins and Brown",Rent
205222,11180,2025-03-31,credit,6718.66,"Perkins, Nelson and Mays",Fuel
205223,10793,2024-08-26,credit,824.37,"Keith, Haas and Montoya",Groceriess
205224,10666,2024-07-04,credit,3814.18,Ortiz Group,Shopping
205225,11151,2025-05-06,debit,9511.1,"Fernandez, French and Lopez",Shopping
205226,10179,2024-12-23,credit,-5547.21,Maldonado-Torres,Groceries
205227,11163,2025-01-22,debit,3911.41,May PLC,Entertaiment
205228,10843,2025-05-11,debit,2286.04,Gonzalez-Ward,Entertainment
205229,11194,2024-07-17,debit,441.39,Morrison-Sanders,Insurance
205230,11010,2024-08-04,debit,3542.85,Kelly-Mendoza,Groceries
205231,10075,2025-05-30,credit,-6788.09,Becker-Scott,Insurance
205232,10382,2024-10-12,credit,3515.5,Rodriguez-Chaney,Insurance
205233,10604,2025-01-31,credit,5850.8,Willis Group,Fuel
205234,10535,2024-09-08,credit,3924.99,"Patterson, Cook and Bond",Groceriess
205235,11196,2025-03-19,credit,-4402.74,Lang-Cooper,Shopping
205236,11033,2024-09-02,debit,6113.38,Johnson-Price,Insurance
205237,11010,2024-07-24,credit,2370.87,Simmons-Alvarez,Rent
205238,10571,2024-07-20,credit,9740.86,Weber-Thomas,Salary
205239,10760,2024-07-16,credit,2791.49,Santiago-Smith,Entertainment
205240,10215,2024-07-20,debit,3544.8,Lewis Ltd,Fuel
205241,10363,2024-10-23,credit,7162.17,"Riley, Thomas and Arroyo",Groceries
205242,10405,2024-12-29,credit,2129.87,Hall-Guerra,Rent
205243,10737,2024-12-10,debit,9515.21,"Dalton, Thompson and Deleon",Entertaiment
205244,10665,2025-02-23,debit,2484.08,Davis-Smith,Rent
205245,10582,2025-03-23,credit,4965.19,Chambers-Fowler,Rent
205246,11117,2025-06-13,credit,2075.68,"Austin, Wilson and Benson",Shopping
205247,10006,2025-02-03,credit,-8022.23,Fisher-Baker,Entertainment
205248,10526,2024-09-30,debit,97.28,Ritter PLC,Groceries
205249,11181,2024-08-25,debit,7043.24,"Murray, Greene and Davis",Entertaiment
205250,10724,2024-12-11,debit,3986.46,Lawrence-Davis,Rent
205251,10811,2024-07-27,debit,8958.06,Merchant Unknown,Entertainment
205252,10741,2025-03-06,debit,7175.5,Johnson and Sons,Shopping
205253,10289,2025-05-12,credit,9851.92,Hart Ltd,Fuel
205254,10883,2024-07-19,debit,2686.41,Morrison-Cruz,Groceries
205255,10346,2024-12-10,credit,7456.92,"Reynolds, Riley and Moore",Entertaiment
205256,10844,2025-02-03,debit,5847.67,Wilcox-Grant,Fuel
205257,11086,2024-09-14,debit,5409.75,"Olson, Gilmore and Lowe",Utilities
205258,11179,2025-06-04,credit,6687.09,Tanner-Moreno,Entertainment
205259,10129,2024-10-20,credit,2333.55,Allen-Ball,Shopping
205260,10622,2024-09-27,credit,7319.45,Burton-Soto,Entertaiment
205261,10903,2024-10-30,debit,7711.6,Moss Inc,Groceriess
205262,10126,2025-05-09,debit,3395.17,"White, West and Tyler",Rent
205263,10626,2025-03-18,credit,1047.77,Cowan PLC,Fuel
205264,11172,2025-07-03,debit,9324.92,Morales LLC,Rent
205265,11100,2024-07-14,debit,1571.54,Gomez-Moore,Insurance
205266,10160,2024-12-15,credit,1114.51,"Obrien, Ramirez and Wilkinson",Fuel
205267,10009,2025-02-27,debit,443.2,Merchant Unknown,Insurance
205268,10649,2024-10-22,debit,5020.87,"Schroeder, Dixon and Vazquez",Utilities
205269,10265,2024-08-20,debit,3605.97,Finley-Higgins,Groceriess
205270,10447,2025-04-18,debit,2506.18,"Freeman, Dyer and Gross",Groceries
205271,10615,2025-06-02,debit,178.61,"Fox, Collier and Valencia",Groceriess
205272,11127,2024-07-26,credit,7465.29,Wyatt Group,Insurance
205273,10046,2024-12-14,debit,2942.84,Hunter Group,Groceries
205274,10281,2024-10-03,debit,7936.76,Kramer-Reyes,Fuel
205275,11138,2025-02-20,credit,8658.01,Williams Inc,Groceries
205276,10981,2025-07-26,credit,6180.07,Bush-Vincent,Fuel
205277,11016,2024-08-29,credit,-757.95,"Bennett, Oliver and Bauer",Shopping
205278,10462,2024-10-25,credit,9299.11,Davenport LLC,Fuel
205279,11080,2024-08-03,debit,3471.28,"Stewart, Robinson and Wade",Grocerry
205280,10427,2024-07-15,debit,5601.12,Smith Inc,Shopping
205281,11006,2024-10-06,debit,1447.91,Bush Inc,Rent
205282,10631,2024-12-21,credit,459.19,Knight and Sons,Shopping
205283,10121,2025-02-12,credit,4433.39,Wright-Barker,Salary
205284,10684,2025-07-22,debit,1901.91,Mcneil and Sons,Rent
205285,10785,2024-12-07,credit,3925.22,Kim-Leblanc,Insurance
205286,10139,2024-10-17,debit,4718.16,"Foster, Mcbride and Stewart",Salary
205287,10190,2024-07-26,credit,1499.16,"Clark, Clark and Brown",Shopping
205288,10563,2024-07-26,credit,9607.43,Khan Ltd,Utilities
205289,11117,2024-10-29,debit,5275.42,"Turner, Foster and Bridges",Shopping
205290,10740,2025-05-31,debit,2030.46,Hess Group,Shopping
205291,10533,2024-07-18,debit,295.8,"Williams, Terry and Jones",Utilities
205292,10176,2025-03-10,debit,257.48,"Murray, Bradley and Davis",Groceries
205293,10068,2024-12-18,debit,6766.35,Perry-Johnson,Shopping
205294,10675,2025-01-06,debit,8290.02,Smith Inc,Entertainment
205295,11140,2025-03-27,debit,3824.87,"Bolton, Horn and Griffin",Fuel
205296,10459,2024-12-18,debit,7619.31,Young PLC,Shopping
205297,10395,2024-12-29,credit,7795.78,"Hopkins, Miller and Blackwell",Insurance
205298,10729,2024-06-28,debit,9641.15,Guerrero LLC,Entertainment
205299,10770,2025-01-31,debit,1788.28,Gutierrez Inc,Utilities
205300,10698,2025-05-13,debit,139.75,"Jensen, Moore and Grimes",Groceriess
205301,11044,2025-04-03,credit,6050.96,"Mosley, Smith and Smith",Entertainment
205302,10817,2024-07-26,credit,-1812.85,Warren LLC,Rent
205303,10068,2024-10-08,debit,4949.26,"Watkins, House and Brown",Grocerry
205304,10411,2025-06-16,credit,681.55,"Edwards, Miller and Clements",Insurance
205305,10336,2024-09-30,credit,2726.32,Daniels-Williams,Fuel
205306,10300,2024-10-11,debit,628.71,Miller-Greer,Entertaiment
205307,11060,2025-03-29,debit,2247.88,Mcknight Inc,Groceriess
205308,10954,2024-10-21,credit,5491.6,Williams-Shannon,Fuel
205309,10574,2025-04-11,debit,8201.48,Livingston Ltd,Groceries
205310,10617,2024-08-08,debit,7026.37,"Acevedo, Carr and Pruitt",Groceriess
205311,11142,2025-06-18,credit,5393.09,"Russell, Rivas and Hernandez",Utilities
205312,10356,2024-11-30,debit,4392.52,"Deleon, Lindsey and Park",Shopping
205313,10718,2024-10-10,debit,1936.09,Barajas-Lawson,Grocerry
205314,10174,2024-12-05,debit,1226.82,Boone LLC,Fuel
205315,10133,2025-06-15,credit,3781.48,"Kirby, Cook and Hernandez",Fuel
205316,11080,2024-12-26,credit,-631.5,Smith-Nelson,Entertainment
205317,10154,2024-09-03,credit,3978.62,Morales-Green,Shopping
205318,10868,2024-07-18,debit,6173.67,Garza-Baker,Fuel
205319,11182,2025-04-11,debit,4795.71,"Mason, Sherman and Deleon",Fuel
205320,10155,2025-04-17,credit,3120.89,Morgan-Scott,Fuel
205321,10257,2024-08-06,debit,6522.88,"Holmes, Jimenez and Porter",Grocerry
205322,10867,2025-04-30,debit,1025.9,Evans PLC,Shopping
205323,10548,2025-05-13,debit,4603.08,Reyes LLC,Rent
205324,11099,2025-01-28,credit,1923.62,Valentine PLC,Grocerry
205325,10112,2025-01-05,credit,7851.69,"Floyd, Rivera and Lozano",Entertainment
205326,10904,2024-07-12,debit,2694.59,"Jackson, Vasquez and Kelley",Rent
205327,10196,2025-05-22,debit,8758.2,Clay-Baker,Fuel
205328,10370,2025-04-07,credit,8266.7,Davis-Evans,Entertaiment
205329,10003,2024-10-12,credit,4348.41,"Taylor, Dudley and Green",Shopping
205330,10404,2024-08-21,credit,2096.12,"Sullivan, Gibbs and Smith",Utilities
205331,10640,2025-01-21,credit,1932.44,Graves Inc,Salary
205332,10016,2024-07-21,debit,2449.03,Fuentes-Perez,Fuel
205333,10358,2025-03-12,credit,331.61,"Barrett, Krause and Macias",Fuel
205334,10826,2024-12-02,credit,2923.05,"King, Williamson and Mcknight",Groceriess
205335,10919,2024-07-12,credit,953.83,Merchant Unknown,Insurance
205336,11091,2024-10-17,credit,3697.54,Merchant Unknown,Utilities
205337,10443,2024-08-20,debit,3884.14,Brown-Swanson,Entertainment
205338,10811,2025-03-11,credit,4370.03,"Wilson, Hernandez and Knox",Utilities
205339,10638,2024-06-28,credit,304.55,Daugherty-Keller,Entertaiment
205340,10270,2024-07-26,debit,7613.82,Valdez-Williams,Shopping
205341,10055,2025-01-19,credit,2748.26,Winters and Sons,Fuel
205342,10287,2024-12-08,credit,6142.44,Ray-Moore,Entertainment
205343,10698,2025-06-22,debit,5415.41,Carlson Ltd,Groceriess
205344,11185,2025-04-27,debit,1344.77,Myers-Mclaughlin,Fuel
205345,10037,2025-03-18,credit,7233.23,Edwards Inc,Entertaiment
205346,11179,2025-05-28,credit,1049.44,Logan-Morris,Entertaiment
205347,10752,2024-07-07,debit,4901.22,Reynolds-Miller,Insurance
205348,11144,2025-05-15,credit,7231.36,Bailey-Nixon,Entertainment
205349,10078,2025-03-28,credit,62.32,"Herrera, Smith and Nolan",Fuel
205350,10553,2025-06-15,credit,793.37,Spencer-White,Utilities
205351,10432,2024-10-14,debit,10.72,Cox-Kim,Utilities
205352,10401,2025-01-17,credit,1198.05,"Patterson, Webb and Lloyd",Salary
205353,10266,2024-12-11,debit,5952.75,Freeman-Watts,Groceriess
205354,10776,2025-02-15,credit,-6023.07,"Moore, Carey and Tran",Shopping
205355,11003,2024-09-24,debit,9542.68,Willis-Wilson,Groceries
205356,10754,2024-09-13,debit,5420.79,Sampson PLC,Insurance
205357,10051,2025-04-30,credit,8898.65,Rodriguez and Sons,Grocerry
205358,10027,2024-12-18,credit,3403.94,Mcgee PLC,Fuel
205359,10852,2025-07-10,debit,2102.91,"Walker, Henderson and Poole",Shopping
205360,10400,2025-06-15,debit,2076.53,Merchant Unknown,Groceriess
205361,10847,2024-10-12,credit,3716.77,"Brown, Warren and Johnston",Entertaiment
205362,10059,2024-08-31,credit,7944.08,"Townsend, Reed and Silva",Fuel
205363,10631,2024-10-07,credit,8641.67,Watts-Burton,Groceries
205364,10542,2025-04-22,debit,3227.71,Garza-Boone,Shopping
205365,10828,2025-05-26,credit,1630.67,"Johnson, Thompson and Schroeder",Entertaiment
205366,10922,2024-11-05,debit,998.32,Salinas-Brown,Groceriess
205367,10419,2024-09-17,credit,6268.04,Davis-Smith,Groceriess
205368,10150,2025-01-29,debit,4976.64,"Johnson, Howard and Colon",Groceriess
205369,10737,2024-07-10,debit,6764.84,Horn Ltd,Insurance
205370,11086,2024-08-30,credit,2612.35,"Williams, Valdez and Higgins",Fuel
205371,10741,2025-07-23,credit,3266.3,Perez LLC,Shopping
205372,10664,2025-06-21,credit,6087.78,Montgomery-Dyer,Entertainment
205373,10979,2025-02-22,debit,4715.45,Stewart Group,Fuel
205374,10105,2024-12-13,debit,5669.15,Mullins-Graham,Grocerry
205375,10726,2024-12-03,credit,4569.67,Haas Group,Shopping
205376,10386,2025-06-01,credit,7228.34,Weaver-Sanders,Utilities
205377,10029,2025-05-31,credit,5535.97,"Lee, Chase and Brown",Insurance
205378,10153,2025-04-25,credit,24.55,Sanchez-Hensley,Salary
205379,10623,2025-01-11,credit,7237.62,Lopez-Thomas,Shopping
205380,10393,2024-07-19,credit,84.92,"Hernandez, Nguyen and Hill",Salary
205381,10338,2024-07-13,credit,6997.48,"Gamble, Mcintyre and Hughes",Salary
205382,10883,2024-10-08,debit,1012.18,Salazar PLC,Fuel
205383,11155,2025-05-02,credit,627.56,Weiss-Short,Shopping
205384,10264,2025-06-12,credit,5888.54,"Atkins, Jimenez and Davis",Shopping
205385,10226,2025-05-18,debit,5151.55,"Melendez, Fields and Roberts",Utilities
205386,10077,2024-08-10,debit,9280.86,Hendrix Ltd,Shopping
205387,10842,2024-06-27,credit,1235.38,Price-Fernandez,Fuel
205388,11154,2025-01-12,credit,9168.77,Merchant Unknown,Shopping
205389,10131,2024-10-15,credit,2193.29,York PLC,Rent
205390,11187,2024-09-23,debit,9817.42,Avila LLC,Insurance
205391,10951,2024-12-10,credit,2214.75,Perez LLC,Entertainment
205392,10795,2025-05-16,credit,2935.02,"Klein, Smith and Ferguson",Fuel
205393,10358,2025-03-23,credit,7499.92,"Crawford, Johnson and Hill",Groceries
205394,10642,2025-05-26,credit,3428.05,Merchant Unknown,Entertaiment
205395,10553,2025-05-21,credit,4360.5,"Sanchez, Watson and Robles",Rent
205396,11007,2024-10-14,credit,7001.75,Mcdonald-Bishop,Shopping
205397,10103,2024-07-15,debit,5830.49,"Greer, Edwards and Spencer",Salary
205398,10943,2024-09-28,credit,3731.89,Baker Inc,Groceriess
205399,10731,2024-08-14,debit,1675.49,Pena-Ray,Entertainment
205400,10650,2024-08-27,credit,4839.65,Coleman-Richardson,Utilities
205401,11074,2024-09-07,credit,-5665.68,Jennings Inc,Fuel
205402,10155,2024-10-28,debit,9889.86,"Pope, Prince and Wilson",Entertaiment
205403,10217,2025-02-23,credit,7190.22,"Pennington, Murphy and Henry",Salary
205404,11004,2024-10-20,credit,9875.39,Clark-Weaver,Entertaiment
205405,10777,2025-04-22,debit,2272.12,Weaver and Sons,Fuel
205406,10574,2024-12-31,credit,157.61,Johnson-Moore,Utilities
205407,10868,2024-08-28,debit,1849.95,"Nguyen, Smith and Martin",Rent
205408,10979,2024-10-26,credit,9645.27,White LLC,Groceriess
205409,10282,2025-03-22,debit,9657.82,Merchant Unknown,Shopping
205410,10259,2024-08-19,debit,5634.07,"Ward, Flores and Wood",Shopping
205411,10968,2024-07-17,debit,6958.62,Lopez and Sons,Shopping
205412,10273,2024-10-02,debit,779.48,Miller-Owen,Groceries
205413,10917,2025-01-26,debit,6181.66,"Wells, Hodges and Hampton",Fuel
205414,10915,2024-07-01,credit,2178.44,Merchant Unknown,Groceries
205415,10907,2025-04-01,credit,6159.95,Martinez-Lucero,Shopping
205416,10729,2025-02-22,credit,-455.76,"Holt, Wiley and Reid",Entertaiment
205417,10990,2024-07-30,credit,7322.49,"Johnson, Goodman and Underwood",Salary
