loan_id,customer_id,loan_type,amount_applied,status,application_date,approved_date
300439,79,Personal,158103.62,Approved,2024-05-30,2024-06-23
300440,602,Home,182636.25,Rejected,2025-01-25,2025-01-29
300441,818,Home,172338.53,Rejected,2025-05-26,2025-06-09
300442,23,Car,38714.72,Approved,2024-06-07,2024-07-06
300443,273,Home,102355.49,Approved ,2024-01-24,2024-02-22
300444,490,Education,34335.60,Approved ,2025-04-15,2025-04-11
300445,629,Home,308266.86, Rejected,2025-05-05,2025-05-21
300446,103,Education,177728.81,Approved ,2025-04-26,2025-05-21
300447,616,Personal,270183.53,Approved,2023-11-17,2023-12-14
300448,367,Education,329742.38,Approved,2024-01-11,2024-01-18
300449,599,Education,85529.35,Approved,2024-03-05,2024-03-01
300450,346,Personal,365463.78,Pending,2024-09-19,2024-09-14
300451,338,Personal,493829.17,Pending,2025-03-15,2025-03-13
300452,362,Car,272387.06,Approved,2023-08-12,2023-08-27
300453,800,Education,319672.27,Rejected,2024-02-26,2024-03-17
300454,343,Personal,376468.03,Approved ,2024-04-29,2024-05-18
300455,35,Car,402736.88,Pending,2025-03-03,2025-03-10
300456,95,Home,307317.40,Approved,2024-10-26,2024-11-21
300457,439,Car,277597.01, Rejected,2024-02-09,2024-02-10
300458,204,Personal,106847.41, Rejected,2023-08-15,2023-08-21
300459,770,Home,410465.90,Approved,2024-05-28,2024-06-20
300460,290,Education,243888.39,Rejected,2025-02-12,2025-03-04
300461,469,Home,450920.25,Approved,2024-11-18,2024-12-04
300462,178,Personal,N/A,Pending,2024-02-26,2024-03-05
300463,231,Home,137730.78,Approved,2023-08-08,2023-07-30
300464,635,Education,59187.77, Rejected,2024-04-02,2024-03-24
300465,938,Car,122111.79,Rejected,2025-05-01,2025-05-21
300466,873,Home,432514.28,Approved ,2024-06-01,2024-06-30
300467,421,Home,207112.48,Pending,2023-08-17,2023-09-08
300468,497,Car,18738.37,Pending,2024-11-11,2024-12-11
300469,672,Personal,244309.61,Approved ,2024-02-13,2024-02-22
300470,177,Home,181199.61,Approved ,2023-12-17,2023-12-09
300471,102,Home,3321.88,Approved,2025-04-20,2025-05-17
300472,781,Home,28318.86,Approved,2024-06-29,2024-07-12
300473,955,Personal,71999.24,Rejected,2024-01-15,2024-01-21
300474,760,Personal,N/A, Rejected,2024-07-31,2024-08-19
300475,710,Car,297112.28,Pending,2025-01-30,2025-02-03
300476,160,Education,380835.07,Pending,2023-11-21,2023-11-14
300477,464,Personal,N/A,Pending,2023-11-11,2023-11-01
300478,51,Education,387919.99, Rejected,2023-10-25,2023-11-13
300479,969,Personal,375414.05, Rejected,2024-10-29,2024-10-22
300480,572,Education,382181.55,Rejected,2025-04-16,2025-04-30
300481,667,Personal,383338.10,Approved,2024-03-09,2024-02-28
300482,53,Education,58662.29,Pending,2024-01-25,2024-02-02
300483,143,Personal,215471.43,Approved ,2025-03-06,2025-03-09
300484,923,Education,N/A,Approved,2024-03-17,2024-03-22
300485,469,Personal,N/A, Rejected,2023-12-20,2023-12-24
300486,102,Home,391029.21,Approved ,2024-07-27,2024-08-06
300487,625,Education,54579.61,Approved,2024-11-11,2024-11-01
300488,702,Home,371803.02,Rejected,2023-06-27,2023-06-30
300489,455,Personal,195440.71,Pending,2023-07-01,2023-07-09
300490,267,Car,382740.68,Approved,2024-04-17,2024-04-29
300491,132,Personal,115248.64,Approved,2024-10-18,2024-11-15
300492,702,Education,N/A,Approved ,2024-02-17,2024-02-08
300493,603,Home,400218.01,Pending,2024-05-10,2024-06-08
300494,598,Personal,77132.09,Approved,2024-04-16,2024-04-18
300495,475,Personal,48782.54,Rejected,2024-05-07,2024-06-03
300496,710,Home,494125.13,Rejected,2024-07-08,2024-07-08
300497,1,Personal,331932.42,Rejected,2024-11-27,2024-12-10
300498,419,Home,493228.29,Rejected,2023-07-07,2023-07-20
300499,175,Home,283041.22,Approved,2024-02-15,2024-02-26
300500,995,Home,290633.93,Pending,2023-07-06,2023-07-17
300501,976,Personal,300482.48,Approved,2024-03-17,2024-04-13
300502,8,Personal,165548.96,Approved,2025-03-03,2025-02-21
300503,874,Education,201263.69,Approved,2024-12-16,2024-12-14
300504,988,Home,130336.31,Approved,2024-06-13,2024-06-16
300505,40,Personal,276509.93,Approved ,2023-09-01,2023-08-29
300506,275,Car,177031.80,Pending,2025-02-03,2025-02-07
300507,432,Home,92529.84, Rejected,2024-09-01,2024-09-19
300508,497,Home,493240.50,Rejected,2024-08-08,2024-08-19
300509,316,Car,451905.81,Pending,2024-05-19,2024-05-28
300510,16,Personal,439189.67,Approved,2024-05-07,2024-05-19
300511,196,Education,205486.02,Approved,2024-08-02,2024-08-08
300512,202,Home,357947.20,Approved,2024-10-03,2024-10-01
300513,991,Education,175097.58,Approved ,2025-06-13,2025-06-06
300514,109,Car,189950.01,Approved ,2025-05-03,2025-05-15
300515,12,Education,289349.01, Rejected,2025-05-26,2025-06-13
300516,704,Personal,24953.17,Approved ,2023-10-21,2023-10-30
300517,746,Home,307475.60,Pending,2024-10-29,2024-10-23
300518,464,Car,464801.61, Rejected,2024-05-25,2024-05-19
300519,271,Car,197784.23, Rejected,2024-03-20,2024-03-28
300520,327,Personal,204287.39,Pending,2025-06-21,2025-07-17
300521,170,Education,469292.14,Approved,2024-07-28,2024-08-06
300522,135,Car,246222.68,Pending,2024-10-06,2024-10-13
300523,186,Home,197822.26,Pending,2025-05-24,2025-06-12
300524,271,Personal,321332.00,Approved,2024-03-14,2024-04-05
300525,419,Home,247267.63,Approved,2023-09-05,2023-08-26
300526,612,Education,97627.64,Pending,2024-07-12,2024-07-02
300527,438,Car,434682.39,Approved,2025-01-22,2025-01-25
300528,824,Car,344032.55,Pending,2023-11-02,2023-11-14
300529,963,Car,349441.68,Approved,2025-03-02,2025-03-07
300530,144,Home,467356.02,Rejected,2025-04-12,2025-04-03
300531,430,Education,283271.03,Approved,2025-02-06,2025-02-23
300532,946,Education,455012.83,Pending,2025-04-26,2025-05-02
300533,968,Home,168659.56,Pending,2024-03-03,2024-03-25
300534,956,Education,N/A,Pending,2023-10-08,2023-10-06
300535,467,Education,N/A,Approved,2024-12-07,2024-12-15
300536,176,Education,98690.73,Pending,2023-07-22,2023-07-24
300537,780,Home,463666.10,Approved ,2023-11-17,2023-11-13
300538,484,Personal,83857.53, Rejected,2023-11-22,2023-11-14
300539,938,Car,210233.60,Approved,2024-04-21,2024-05-21
300540,897,Car,159913.59, Rejected,2024-05-24,2024-05-25
300541,144,Personal,64261.74,Pending,2023-09-14,2023-10-09
300542,431,Car,160162.85,Approved,2024-09-27,2024-10-09
300543,36,Personal,26367.75,Approved,2023-09-12,2023-09-05
300544,454,Education,N/A,Approved ,2024-12-05,2024-12-30
300545,680,Education,432997.36, Rejected,2023-11-10,2023-11-18
300546,489,Education,235489.40,Approved ,2023-10-17,2023-11-07
300547,20,Car,488655.33,Pending,2025-04-15,2025-05-12
300548,601,Education,421325.29,Approved ,2024-07-22,2024-08-03
300549,572,Car,80678.08,Approved ,2025-03-19,2025-04-10
300550,754,Education,356945.29,Pending,2024-11-09,2024-11-26
300551,554,Personal,292809.14,Approved,2024-05-30,2024-05-23
300552,799,Education,334791.39,Pending,2025-05-29,2025-06-27
300553,456,Car,338529.42,Approved,2024-05-10,2024-05-22
300554,756,Car,102177.35, Rejected,2024-10-02,2024-10-28
300555,64,Car,177341.16,Pending,2025-04-12,2025-05-09
300556,364,Car,138064.25,Approved ,2024-08-11,2024-08-02
300557,982,Home,409639.35,Approved ,2024-08-16,2024-09-07
300558,88,Home,454625.78,Approved,2023-11-07,2023-12-05
300559,130,Home,466566.82,Approved,2025-03-06,2025-03-13
300560,190,Home,404807.01, Rejected,2024-05-20,2024-06-08
300561,580,Home,335040.32,Approved ,2024-01-14,2024-01-10
300562,209,Car,307009.29,Approved,2023-11-24,2023-12-12
300563,29,Personal,335243.77, Rejected,2025-01-18,2025-02-07
300564,988,Education,408919.78, Rejected,2025-06-20,2025-07-07
300565,875,Education,471442.69,Approved ,2025-04-11,2025-04-25
300566,397,Personal,70572.48,Approved,2024-12-01,2024-12-06
300567,494,Education,145400.94,Rejected,2023-08-03,2023-08-20
300568,782,Home,261802.84,Approved ,2024-11-04,2024-11-20
300569,832,Education,181677.02,Approved ,2023-11-05,2023-11-21
300570,258,Personal,438946.57,Pending,2025-05-12,2025-06-01
300571,5,Home,63104.06,Approved ,2023-12-06,2023-11-26
300572,26,Home,297152.54,Approved ,2024-07-07,2024-07-15
300573,897,Education,211841.67,Approved,2025-06-16,2025-06-17
300574,961,Education,362409.09,Approved,2023-10-04,2023-10-18
300575,741,Education,137286.35, Rejected,2023-09-07,2023-09-28
300576,67,Personal,112986.40,Approved ,2024-06-27,2024-07-09
300577,845,Home,168116.06,Pending,2025-05-05,2025-04-25
300578,284,Car,180730.20,Approved ,2024-11-27,2024-12-05
300579,848,Home,76957.88,Approved,2025-01-16,2025-01-08
300580,452,Education,140462.41,Approved,2025-02-20,2025-02-10
300581,521,Education,387439.03,Pending,2023-09-02,2023-09-05
300582,703,Personal,82283.44, Rejected,2023-11-08,2023-11-03
300583,171,Personal,32293.46,Pending,2024-06-12,2024-06-22
300584,171,Education,283690.62,Approved,2023-12-30,2023-12-25
300585,754,Personal,488743.87,Pending,2023-11-29,2023-12-23
300586,918,Home,425646.76,Approved ,2024-04-24,2024-05-09
300587,551,Education,473079.79,Approved,2024-01-14,2024-01-14
300588,730,Education,123732.13,Pending,2024-06-22,2024-07-17
300589,453,Personal,406672.28,Approved ,2025-04-15,2025-04-07
300590,323,Personal,439885.68,Approved ,2023-10-28,2023-11-21
300591,731,Home,409119.65, Rejected,2023-10-21,2023-11-20
300592,679,Education,81111.66,Approved,2023-12-25,2024-01-23
300593,815,Education,120842.57,Approved,2024-03-10,2024-03-04
300594,262,Education,476491.95,Approved,2023-11-27,2023-12-12
300595,284,Home,64756.12, Rejected,2025-04-23,2025-05-10
300596,331,Education,20918.30,Approved ,2023-12-17,2024-01-01
300597,849,Home,147576.31,Approved,2025-01-27,2025-01-28
300598,30,Home,130001.95,Approved ,2025-01-16,2025-01-08
300599,380,Car,277987.26, Rejected,2024-10-07,2024-10-13
300600,546,Education,81609.62,Pending,2023-10-28,2023-11-13
300601,447,Home,114494.19,Approved,2024-11-08,2024-12-03
300602,275,Home,302673.81,Approved,2024-12-05,2024-12-30
300603,379,Home,476040.27,Approved ,2024-08-20,2024-09-03
300604,289,Education,483539.75,Approved,2025-03-15,2025-03-15
300605,641,Home,N/A,Pending,2025-05-07,2025-05-17
300606,787,Personal,12405.14, Rejected,2025-04-01,2025-04-20
300607,129,Home,208016.78,Rejected,2025-06-09,2025-07-08
300608,365,Home,322175.61,Approved ,2023-10-05,2023-11-02
300609,618,Education,281015.69,Approved ,2024-08-06,2024-09-05
300610,405,Personal,74166.43,Approved ,2024-11-23,2024-12-17
300611,125,Home,N/A,Rejected,2024-08-14,2024-09-12
300612,552,Personal,414910.28,Approved,2023-12-02,2023-12-21
300613,712,Personal,327423.27, Rejected,2024-02-05,2024-02-22
300614,467,Home,343230.53,Pending,2024-09-12,2024-09-15
300615,583,Education,1813.21,Approved,2024-03-02,2024-03-21
300616,328,Home,314005.93, Rejected,2024-12-28,2025-01-19
300617,161,Education,448677.38,Pending,2023-11-22,2023-12-19
300618,171,Home,399739.23,Pending,2024-08-23,2024-09-02
300619,263,Education,267518.65,Approved ,2024-06-29,2024-07-11
300620,359,Car,196288.08,Pending,2024-05-05,2024-05-16
300621,494,Personal,363134.50,Approved,2023-08-09,2023-08-19
300622,732,Home,221006.12,Pending,2025-03-30,2025-03-21
300623,745,Education,221103.30,Approved,2023-12-28,2023-12-18
300624,777,Education,388845.32, Rejected,2023-10-13,2023-10-05
300625,442,Home,412154.67,Approved,2025-04-27,2025-05-01
300626,622,Car,387379.13,Approved,2025-04-30,2025-05-20
300627,378,Home,43582.25,Approved ,2024-10-22,2024-11-04
300628,558,Car,788.78,Approved,2024-09-21,2024-09-30
300629,497,Personal,491283.99, Rejected,2023-09-18,2023-10-11
300630,963,Home,265818.45,Approved ,2025-05-06,2025-05-20
300631,762,Home,13823.58, Rejected,2024-01-11,2024-02-04
300632,469,Education,194566.65, Rejected,2024-07-23,2024-07-24
300633,746,Car,466438.08, Rejected,2024-10-02,2024-10-16
300634,569,Education,99201.46,Rejected,2023-08-03,2023-08-21
300635,449,Car,14979.97,Approved,2023-10-19,2023-11-10
300636,488,Home,157575.39,Approved ,2025-02-13,2025-02-12
300637,284,Home,191938.49, Rejected,2024-12-14,2024-12-11
300638,661,Personal,198427.23,Approved,2024-01-29,2024-02-25
300639,242,Home,142953.99,Approved,2025-05-20,2025-05-23
300640,885,Personal,N/A,Approved,2023-10-22,2023-11-10
300641,753,Home,77144.21,Approved,2025-01-22,2025-01-12
300642,226,Car,472745.58,Pending,2024-12-03,2024-12-22
300643,386,Personal,199673.18,Rejected,2023-12-02,2023-12-14
300644,538,Personal,267339.38,Rejected,2025-01-22,2025-01-26
300645,827,Home,226834.62,Approved ,2024-10-20,2024-11-19
300646,928,Home,261794.97,Approved,2025-04-11,2025-04-17
300647,247,Education,259826.15,Rejected,2024-02-29,2024-03-19
300648,453,Personal,243441.41,Approved,2023-11-17,2023-11-25
300649,845,Home,274018.04,Approved,2024-07-20,2024-07-16
300650,239,Home,71580.75,Rejected,2024-09-23,2024-09-24
300651,434,Home,451423.97,Rejected,2024-04-17,2024-04-28
300652,703,Education,404900.55,Approved,2024-04-21,2024-04-21
300653,15,Personal,103070.24,Approved,2024-09-14,2024-09-22
300654,355,Car,27165.83,Approved,2024-09-07,2024-09-11
300655,95,Car,361986.28,Approved,2024-10-16,2024-11-11
300656,292,Education,95261.11,Approved ,2025-06-06,2025-06-30
300657,230,Home,191625.87,Pending,2024-02-28,2024-02-21
300658,484,Home,455797.04,Approved,2025-01-17,2025-01-30
300659,832,Car,N/A,Rejected,2024-04-09,2024-05-01
300660,62,Car,35923.71,Pending,2024-08-08,2024-09-02
300661,558,Education,374948.57, Rejected,2024-12-22,2024-12-30
300662,127,Education,415560.62,Pending,2023-09-17,2023-09-08
300663,799,Personal,251089.19,Rejected,2023-12-02,2023-12-04
300664,502,Car,29829.94,Approved,2023-10-20,2023-10-15
300665,377,Car,284460.43,Pending,2024-01-22,2024-01-25
300666,829,Home,90541.35,Approved ,2025-03-20,2025-04-11
300667,574,Car,240067.47,Pending,2025-06-20,2025-06-11
300668,649,Car,N/A,Approved ,2023-12-20,2024-01-12
300669,752,Personal,452850.66,Approved,2023-12-21,2023-12-29
300670,276,Education,468478.28,Pending,2025-02-16,2025-03-11
300671,487,Personal,258204.99,Pending,2024-12-16,2024-12-14
300672,788,Personal,451311.37,Approved ,2024-04-25,2024-05-16
300673,795,Car,85864.65,Pending,2025-04-21,2025-05-12
300674,324,Car,381377.72,Pending,2024-03-14,2024-03-27
300675,631,Home,373411.49,Approved,2024-07-13,2024-07-22
300676,677,Personal,131479.33,Approved,2023-08-23,2023-08-25
300677,603,Education,428700.32, Rejected,2024-05-01,2024-05-22
300678,130,Home,402840.61,Rejected,2024-12-21,2024-12-14
300679,419,Personal,418411.32,Approved,2024-07-03,2024-07-01
300680,13,Home,230137.63,Rejected,2023-12-09,2023-12-01
300681,746,Home,375776.40,Approved,2023-07-26,2023-08-02
300682,204,Personal,357593.33,Rejected,2024-11-03,2024-11-14
300683,376,Education,410144.94,Approved,2023-12-28,2024-01-01
300684,991,Education,363636.78,Approved ,2023-11-06,2023-11-14
300685,179,Car,N/A,Rejected,2024-07-08,2024-07-16
300686,38,Personal,143433.58,Approved,2023-12-21,2023-12-25
300687,255,Personal,359500.26, Rejected,2024-01-04,2024-01-31
300688,76,Home,451407.52,Approved,2023-09-01,2023-09-26
300689,416,Personal,215910.68,Approved ,2024-06-19,2024-06-14
300690,243,Personal,84363.75,Approved,2024-08-13,2024-08-26
300691,105,Home,42943.41,Approved,2024-12-27,2025-01-24
300692,144,Home,4107.97, Rejected,2024-01-31,2024-01-21
300693,398,Education,77043.65,Pending,2025-01-22,2025-02-04
300694,417,Personal,94806.00, Rejected,2024-11-19,2024-11-23
300695,657,Personal,N/A,Approved ,2023-08-28,2023-09-16
300696,129,Car,46578.64,Rejected,2025-02-01,2025-03-03
300697,16,Home,382673.45,Approved,2025-04-28,2025-05-22
300698,863,Car,1160.50,Approved ,2025-01-28,2025-01-29
300699,365,Education,423072.80,Rejected,2024-08-20,2024-08-12
300700,806,Home,248014.98,Approved ,2025-02-26,2025-03-16
300701,763,Personal,245009.36,Approved,2023-11-14,2023-12-12
300702,679,Home,144743.84,Pending,2024-04-29,2024-04-27
300703,591,Personal,401281.82, Rejected,2023-07-11,2023-07-22
300704,608,Education,259693.31,Approved ,2024-02-13,2024-02-25
300705,37,Personal,95357.63, Rejected,2024-11-12,2024-12-11
300706,355,Education,147589.90, Rejected,2024-08-11,2024-08-03
300707,303,Car,453881.87,Approved,2024-03-19,2024-03-11
300708,383,Personal,N/A, Rejected,2025-02-04,2025-02-20
300709,795,Home,257317.95,Approved ,2024-09-10,2024-09-30
300710,256,Car,52054.00,Approved,2024-12-25,2024-12-25
300711,94,Education,N/A,Rejected,2023-09-16,2023-09-22
300712,576,Car,435324.23,Approved,2024-12-10,2025-01-06
300713,660,Home,478096.74,Approved,2025-03-11,2025-03-28
300714,205,Car,149857.17,Approved,2025-04-05,2025-04-29
300715,754,Car,408908.67,Rejected,2023-12-16,2024-01-13
300716,71,Education,477880.81,Approved ,2023-09-09,2023-10-02
300717,426,Home,427677.21,Approved ,2024-01-05,2024-01-26
300718,94,Car,361809.52,Approved,2023-08-01,2023-08-05
300719,110,Education,206639.61,Rejected,2023-12-09,2023-12-04
300720,327,Education,123060.20, Rejected,2024-08-01,2024-07-24
300721,524,Education,195314.56,Approved ,2025-05-23,2025-05-28
300722,49,Personal,215630.84,Approved,2024-08-22,2024-09-07
300723,925,Car,89402.59,Rejected,2025-04-25,2025-04-24
300724,229,Home,320598.34,Approved,2025-05-20,2025-05-25
300725,329,Education,211177.36, Rejected,2024-10-03,2024-10-27
300726,605,Education,228692.12,Approved,2024-10-05,2024-10-29
300727,807,Car,393491.43,Approved ,2024-05-10,2024-06-05
300728,398,Home,113529.91,Approved,2024-03-09,2024-03-06
300729,669,Education,196139.57,Rejected,2024-03-22,2024-04-09
300730,365,Education,411300.61,Pending,2024-10-05,2024-10-24
300731,306,Car,304624.66,Approved,2024-09-26,2024-10-15
300732,53,Education,470592.82,Approved ,2024-06-12,2024-06-08
300733,773,Home,499261.59,Approved,2024-05-12,2024-05-08
300734,924,Home,72563.20,Approved,2025-01-31,2025-02-17
300735,437,Education,214665.18,Pending,2024-06-06,2024-06-27
300736,916,Personal,67648.47,Approved ,2025-06-17,2025-06-15
300737,36,Home,470757.52, Rejected,2025-05-16,2025-05-25
300738,728,Personal,341075.02,Approved,2024-10-03,2024-10-06
300739,822,Home,417851.44,Approved,2023-10-01,2023-09-28
300740,883,Car,353968.61,Pending,2023-07-28,2023-07-26
300741,521,Education,343856.26,Approved ,2024-04-19,2024-05-03
300742,788,Car,118752.95,Approved ,2025-06-08,2025-06-16
300743,184,Personal,452068.84,Pending,2023-11-11,2023-11-17
300744,623,Personal,493656.67,Pending,2025-03-11,2025-03-02
300745,610,Education,445384.55, Rejected,2023-07-20,2023-07-28
300746,295,Car,396931.38,Rejected,2024-01-04,2024-01-07
300747,37,Home,212652.51,Approved,2025-04-28,2025-04-20
300748,545,Education,205675.67,Pending,2024-05-14,2024-05-04
300749,788,Education,486091.52,Pending,2024-02-04,2024-01-26
300750,123,Car,388691.19,Pending,2024-05-02,2024-04-29
300751,983,Home,33271.11,Approved,2025-04-08,2025-04-26
300752,655,Personal,N/A,Rejected,2023-07-22,2023-07-18
300753,730,Home,132668.43,Approved ,2023-07-25,2023-08-10
300754,946,Car,187157.37,Pending,2025-06-12,2025-06-22
300755,561,Education,475051.75,Pending,2025-05-25,2025-06-01
300756,893,Car,455051.63, Rejected,2025-03-03,2025-03-21
300757,54,Personal,430875.61,Pending,2025-04-08,2025-04-14
300758,811,Home,380180.04,Approved,2025-02-17,2025-03-02
300759,73,Car,341138.22, Rejected,2024-09-15,2024-09-23
300760,987,Home,135215.57, Rejected,2025-01-03,2025-02-02
300761,718,Home,402815.29,Pending,2024-08-24,2024-09-04
300762,634,Home,135121.80,Pending,2024-06-20,2024-06-30
300763,653,Car,310570.97,Approved,2024-07-01,2024-07-03
300764,181,Personal,416241.39,Approved,2024-06-17,2024-06-28
300765,326,Home,55456.43,Pending,2025-05-18,2025-05-29
300766,104,Car,31243.38, Rejected,2023-12-28,2024-01-05
300767,586,Education,139813.91,Approved,2024-12-11,2025-01-09
300768,427,Home,287107.03, Rejected,2024-03-30,2024-04-10
300769,497,Car,N/A, Rejected,2024-05-07,2024-05-30
300770,683,Personal,39921.48, Rejected,2025-02-17,2025-03-07
300771,744,Personal,413035.38,Approved ,2024-01-22,2024-01-29
300772,344,Education,N/A,Rejected,2024-01-13,2024-02-06
300773,707,Car,355135.13,Approved ,2024-09-03,2024-09-26
300774,873,Education,120498.56,Approved,2024-01-18,2024-01-30
300775,375,Personal,451356.26,Approved ,2024-11-07,2024-12-04
300776,615,Home,385732.35,Approved,2024-08-30,2024-09-12
300777,252,Car,327941.07,Pending,2024-06-09,2024-06-03
300778,746,Home,38010.96,Pending,2024-12-15,2024-12-13
300779,250,Personal,131422.75,Rejected,2024-10-30,2024-11-23
300780,892,Personal,143976.49,Pending,2024-08-22,2024-09-09
300781,861,Home,326024.69,Approved ,2024-10-15,2024-10-13
300782,380,Car,463097.70,Approved,2024-09-19,2024-09-10
300783,648,Personal,265118.50,Approved ,2024-10-12,2024-10-28
300784,79,Education,37613.69, Rejected,2024-04-09,2024-04-17
300785,36,Home,305286.23,Approved,2024-07-20,2024-08-03
300786,529,Education,93912.80,Rejected,2024-11-26,2024-12-22
300787,725,Car,386865.14,Pending,2024-08-04,2024-08-03
300788,576,Home,112537.08,Approved,2024-05-15,2024-05-08
300789,94,Personal,217591.60,Rejected,2023-08-09,2023-08-08
300790,360,Personal,266240.01,Rejected,2023-12-26,2023-12-27
300791,610,Education,221384.19,Approved,2024-09-13,2024-09-16
300792,214,Personal,340144.98,Approved,2024-12-24,2025-01-04
300793,988,Education,387771.49, Rejected,2025-04-30,2025-05-10
300794,632,Education,200845.56,Approved,2024-10-27,2024-11-05
300795,59,Education,459686.64,Rejected,2024-06-06,2024-06-15
300796,299,Car,396644.41,Rejected,2024-10-18,2024-11-17
300797,240,Home,346055.52,Approved,2023-08-02,2023-08-04
300798,59,Home,147512.05,Pending,2024-05-30,2024-06-21
300799,914,Home,39342.57,Pending,2025-01-03,2025-01-14
300800,164,Personal,404748.85, Rejected,2025-02-16,2025-03-15
300801,463,Personal,349403.54,Rejected,2024-01-21,2024-01-17
300802,991,Personal,321962.21,Rejected,2025-05-21,2025-05-11
300803,585,Education,139434.65,Approved ,2025-05-25,2025-05-31
300804,271,Personal,105686.24,Pending,2024-12-05,2024-12-05
300805,953,Education,168244.72,Rejected,2024-04-09,2024-04-15
300806,72,Car,150298.57,Approved ,2024-11-15,2024-11-30
300807,303,Car,412793.56,Approved,2025-01-09,2025-02-04
300808,805,Education,225711.73,Approved ,2024-01-14,2024-01-08
300809,363,Education,369592.87, Rejected,2025-05-19,2025-05-10
300810,773,Personal,436537.81,Approved,2024-05-06,2024-05-05
300811,645,Car,468277.10,Approved ,2024-04-30,2024-04-21
300812,348,Home,246310.30,Approved,2025-05-17,2025-05-19
300813,472,Personal,469959.60,Pending,2023-07-04,2023-07-03
300814,962,Car,338806.66,Rejected,2025-03-07,2025-03-15
300815,460,Personal,309740.71,Approved ,2024-09-17,2024-09-13
300816,566,Home,334783.34,Approved ,2024-05-27,2024-05-31
300817,819,Car,130473.84,Pending,2025-06-20,2025-07-03
300818,432,Home,347273.32,Approved ,2024-01-10,2024-02-01
300819,660,Personal,7426.74,Approved,2025-06-20,2025-06-17
300820,414,Personal,76776.27,Rejected,2024-08-10,2024-08-17
300821,732,Car,371358.41, Rejected,2025-04-30,2025-05-11
300822,597,Car,130420.69,Approved,2024-01-09,2024-01-16
300823,677,Car,118272.30,Rejected,2025-03-25,2025-04-05
300824,793,Personal,222270.01,Pending,2024-07-02,2024-08-01
300825,299,Personal,271916.47, Rejected,2024-01-29,2024-01-26
300826,30,Education,130605.68,Rejected,2025-02-01,2025-02-23
300827,56,Car,N/A,Approved ,2024-02-27,2024-03-19
300828,441,Home,170349.73,Rejected,2023-09-28,2023-10-01
300829,813,Personal,14431.20,Approved,2024-04-13,2024-04-11
300830,661,Personal,22251.11,Rejected,2024-05-09,2024-05-27
300831,566,Education,468575.87,Rejected,2024-05-13,2024-05-20
300832,925,Home,N/A, Rejected,2025-01-11,2025-02-08
300833,597,Education,233500.68,Rejected,2025-05-11,2025-06-09
300834,497,Home,397703.20, Rejected,2025-02-14,2025-03-02
300835,577,Car,197064.75,Pending,2025-03-05,2025-03-11
300836,179,Home,247904.24,Pending,2025-05-15,2025-06-06
300837,665,Personal,485120.17, Rejected,2023-08-10,2023-08-27
300838,598,Car,490041.67, Rejected,2025-01-03,2024-12-25
300839,929,Home,279445.13,Rejected,2024-12-29,2024-12-29
300840,648,Car,489356.53, Rejected,2023-08-11,2023-08-12
300841,597,Home,150550.39,Pending,2024-09-27,2024-09-25
300842,547,Personal,425828.26, Rejected,2024-07-14,2024-07-13
300843,369,Education,312405.20,Approved,2024-12-21,2025-01-10
300844,835,Education,493290.23,Approved,2025-03-23,2025-04-09
300845,23,Education,35724.44, Rejected,2024-12-26,2024-12-18
300846,614,Car,345616.49,Pending,2025-06-23,2025-07-03
300847,864,Home,1229.53,Approved ,2024-07-18,2024-08-05
300848,321,Home,421726.93,Rejected,2024-02-27,2024-03-28
300849,143,Home,231537.56,Approved ,2024-10-28,2024-11-25
300850,468,Car,128503.97,Pending,2025-06-03,2025-06-14
300851,243,Car,249477.45,Approved ,2023-11-25,2023-12-15
300852,865,Car,1213.67,Approved ,2024-06-18,2024-07-11
300853,365,Personal,215246.66,Approved,2024-11-08,2024-11-02
300854,334,Car,356512.07, Rejected,2024-01-04,2024-01-31
300855,155,Personal,144000.62,Rejected,2024-08-14,2024-08-10
300856,890,Home,139122.86,Pending,2024-09-23,2024-09-23
300857,660,Car,19567.05,Approved,2023-11-25,2023-12-13
300858,973,Car,206818.61, Rejected,2024-03-28,2024-03-18
300859,105,Home,293961.78,Approved,2024-12-07,2024-12-13
300860,281,Car,62423.76,Approved,2025-03-02,2025-02-21
300861,392,Home,147225.63,Approved ,2023-08-11,2023-08-23
300862,827,Car,34477.01,Rejected,2024-12-19,2024-12-15
300863,593,Home,418334.86,Rejected,2024-12-16,2024-12-23
300864,882,Car,410219.59,Approved,2025-04-17,2025-04-17
300865,653,Car,399658.17,Rejected,2024-03-02,2024-02-27
300866,715,Home,440521.74,Approved,2025-02-26,2025-02-16
300867,980,Personal,135373.11,Approved,2024-06-15,2024-06-19
300868,796,Personal,173211.59,Rejected,2024-08-28,2024-09-10
300869,276,Car,199650.72,Approved,2024-04-13,2024-04-16
300870,565,Education,228650.02,Approved,2024-11-19,2024-12-19
300871,904,Home,385549.17,Pending,2024-01-17,2024-02-12
300872,813,Education,270843.09,Pending,2024-08-18,2024-08-26
300873,703,Education,19866.00,Approved,2023-10-01,2023-10-28
300874,605,Home,388021.81,Approved,2023-07-16,2023-07-11
300875,176,Home,258458.08,Pending,2024-07-05,2024-07-01
300876,725,Home,406297.66, Rejected,2023-12-05,2023-12-29
300877,419,Education,415190.18,Approved,2025-02-21,2025-03-11
300878,224,Education,380764.62,Approved,2024-07-17,2024-07-23
300879,202,Education,475101.69, Rejected,2024-11-25,2024-11-16
