transaction_id,account_id,transaction_date,transaction_type,amount,merchant,category
202033,10136,2025-05-02,debit,8320.88,Anderson Inc,fuel
202034,10217,2024-09-15,credit,7066.98,,Fuel 
202035,11110,2025-01-23,debit,3580.72,"Smith, Stephens and Lopez",entertainment
202036,11136,2025-06-12,credit,939.07,Ryan-Yates,Groceriess
202037,10496,2025-07-22 13:14:01.506660,debit,5978.56,Butler-Flores,Fuel 
202038,10691,2025-06-03,credit,6506.47,Reed-Hensley,salary
202039,11186,2024-11-01,credit,6296.75,,Fuel 
202040,10360,2025-01-11,debit,4835.07,Bennett-Gomez,entertainment
202041,10673,2024-10-30,credit,4185.95,,entertainment
202042,10441,2025-03-28,debit,1921.9,Miller-Conrad,groceries
202043,10979,2024-08-29,credit,4788.74,"Bond, Becker and Thompson",groceries
202044,10369,2024-08-19,credit,6463.75,Hurley Ltd,shopping
202045,11075,2025-01-15,credit,-8107.77,"Fernandez, Reynolds and Williams",entertainment
202046,10378,2025-06-20,debit,3127.4,Flowers-Austin,shopping
202047,11114,2024-11-24,debit,2902.6,"Nielsen, Obrien and Juarez",Entertaiment
202048,11132,2024-09-02,debit,1553.86,"Mason, Moore and Schwartz",groceries
202049,10322,2025-01-18,credit,8085.29,,Groceriess
202050,10630,2024-10-15,debit,7015.82,Stephenson-Murphy,shopping
202051,11054,2024-07-13,credit,9798.77,Miller and Sons,Groceriess
202052,11179,2025-05-18,debit,4950.43,"Jackson, Jensen and Peters",Grocerry
202053,10133,2025-06-12,debit,390.28,Davis-Gross,SHOPPING
202054,10274,2025-05-27,debit,9901.19,Clark and Sons,Groceriess
202055,10114,2025-06-17,credit,-3856.05,Clark Group,Entertaiment
202056,10144,2024-11-21,credit,3183.74,"Kim, Carter and French",Fuel 
202057,11183,2025-06-21,credit,353.29,"Castillo, Price and Simmons",insurance
202058,10781,2025-01-22,debit,5999.88,"Alvarado, Morgan and Ruiz",Groceriess
202059,10710,2025-01-17,debit,933.61,Rodgers-Jarvis,shopping
202060,11109,2025-04-02,credit,-6088.69,Hernandez PLC,entertainment
202061,10625,2025-06-15,credit,2941.27,Cole-Perez,Grocerry
202062,10384,2024-10-08,credit,2016.52,Booker-Frye,Groceriess
202063,10471,2024-06-28,debit,2087.66,White-Herrera,Fuel 
202064,11078,2025-05-11,debit,7316.82,Adams Ltd,Entertaiment
202065,10741,2024-11-07,credit,2843.5,"Padilla, Castillo and Peterson",Groceriess
202066,10273,2024-12-08,debit,209.21,Lee Ltd,salary
202067,10044,2024-08-15,debit,1631.73,Porter-Reeves,Grocerry
202068,11071,2024-07-10,debit,6088.18,Scott and Sons,rent
202069,10016,2024-11-04,debit,8066.88,"Kelly, Silva and Robinson",insurance
202070,10580,2025-06-26,debit,6009.8,Parsons and Sons,rent
202071,10829,2025-04-11,debit,4579.61,"Caldwell, Martinez and Pierce",Grocerry
202072,10412,2025-07-22 13:14:01.516633,debit,2740.41,Livingston-Johnson,rent
202073,10434,2025-03-28,debit,7395.98,Kramer Inc,insurance
202074,10772,2025-04-18,debit,4297.57,"Maddox, Rivera and Morgan",Groceriess
202075,11186,2025-06-13,credit,4086.42,Boyd-Barber,SHOPPING
202076,10045,2025-03-24,debit,5842.84,"Walker, Riley and Cole",utilities
202077,10901,2025-06-16,credit,264.14,Banks-Carter,utilities
202078,10917,2024-08-05,debit,4804.86,Woods-Grant,insurance
202079,10667,2025-07-08 13:14:01.518630,credit,5428.65,Ward PLC,SHOPPING
202080,10196,2024-12-06,debit,2608.33,"Mueller, Mitchell and Booth",SHOPPING
202081,10370,2024-12-21,credit,9696.6,Rose LLC,insurance
202082,11178,2024-11-20,credit,8829.55,"Smith, Maynard and Ramirez",Entertaiment
202083,10034,2025-03-13,debit,4085.88,Reese-Reynolds,Entertaiment
202084,10469,2025-04-11,debit,456.57,Clark Ltd,Fuel 
202085,10541,2024-09-03,debit,721.94,"Charles, Hanna and Martin",Grocerry
202086,10910,2025-01-23,debit,8015.57,"Rivera, Nichols and Hardin",groceries
202087,10266,2024-12-12,credit,5389.63,Smith Group,insurance
202088,10353,2025-06-07,debit,5142.11,Allen PLC,SHOPPING
202089,10842,2024-10-05,credit,5173.5,Aguilar-Watkins,Fuel 
202090,10833,2025-05-18,credit,6712.06,Haley-Fisher,entertainment
202091,10038,2024-07-08,credit,-218.33,Gutierrez-Fields,rent
202092,11124,2025-02-11,debit,841.51,Clark-Miller,SHOPPING
202093,10426,2025-07-07 13:14:01.522617,debit,1475.15,Perez and Sons,Fuel 
202094,11002,2025-02-04,debit,7590.11,,entertainment
202095,10793,2025-01-10,credit,517.0,Benson and Sons,utilities
202096,10622,2025-04-02,credit,6289.05,"Porter, Camacho and Bennett",Groceriess
202097,10773,2025-01-23,credit,2327.06,Wright Group,fuel
202098,10401,2025-01-25,debit,6796.6,"Brown, Vance and Kelley",Fuel 
202099,10097,2024-07-25,credit,8382.15,Fernandez Inc,salary
202100,10944,2024-08-10,debit,1731.42,Cardenas-Clark,fuel
202101,10794,2024-10-12,debit,4445.52,Nguyen Group,groceries
202102,11043,2024-07-04,debit,8137.36,Fields Group,rent
202103,10766,2025-01-02,debit,6500.98,Dixon Group,Grocerry
202104,10684,2024-07-23,debit,8484.57,Howe-Diaz,rent
202105,10519,2024-12-10,credit,9623.07,"Oliver, Ford and Rangel",rent
202106,10859,2025-03-12,debit,251.2,Gomez-Simpson,groceries
202107,10983,2025-02-01,debit,806.09,Carr-Wood,salary
202108,10409,2024-11-15,credit,3171.58,Vance LLC,Entertaiment
202109,10425,2025-06-09,credit,7887.87,,utilities
202110,10068,2025-03-04,debit,3984.88,Barker Group,fuel
202111,10495,2024-08-17,debit,3434.71,"Mckinney, Miller and Wilson",Entertaiment
202112,10683,2025-01-11,debit,3655.2,Hutchinson-Krueger,fuel
202113,10410,2024-10-15,credit,9414.92,,SHOPPING
202114,10027,2025-06-09,credit,-2603.02,Hansen PLC,Fuel 
202115,10161,2024-11-06,credit,8149.51,Norris and Sons,salary
202116,10863,2025-04-09,debit,8335.65,"Prince, Thomas and Fitzpatrick",shopping
202117,11121,2025-06-26,debit,5024.32,Shannon-Ayala,rent
202118,10566,2025-03-03,credit,3120.28,"Martin, Malone and Foster",shopping
202119,11045,2024-10-25,debit,5111.71,Russo PLC,utilities
202120,10945,2025-02-25,debit,3999.55,"Lopez, Evans and Velez",Entertaiment
202121,10785,2025-01-02,credit,-7081.99,Page-Flores,fuel
202122,10755,2024-07-19,debit,168.74,Williams Ltd,shopping
202123,10565,2024-08-17,credit,-6916.86,Mccoy-Hubbard,Fuel 
202124,10380,2025-06-03,debit,8553.8,Ford-Johnson,rent
202125,10495,2025-04-05,debit,1748.18,"Thomas, Tapia and Lopez",utilities
202126,10112,2025-04-05,credit,8756.83,Vega-Allen,utilities
202127,10992,2025-04-02,credit,2132.93,Floyd Ltd,rent
202128,11024,2024-10-14,debit,4552.62,Smith-Park,fuel
202129,10005,2025-02-07,debit,2820.98,,Fuel 
202130,10340,2024-09-11,credit,7831.13,Hall-Schneider,salary
202131,10168,2025-04-30,debit,4136.78,Johnston Inc,rent
202132,10981,2024-09-02,credit,902.64,"Davis, Arnold and Williams",Grocerry
202133,10384,2025-07-09 13:14:01.532591,debit,1956.76,"Martin, Mendoza and Stewart",insurance
202134,10651,2025-02-01,credit,3493.27,Zimmerman LLC,Entertaiment
202135,11101,2025-06-20,credit,6937.97,Franklin-King,salary
202136,10118,2024-08-17,debit,7059.11,"Young, Moore and Turner",shopping
202137,10349,2024-06-29,debit,3303.59,Spencer PLC,shopping
202138,10771,2024-07-29,credit,2152.11,Harris LLC,Groceriess
202139,10451,2025-04-09,credit,5477.77,,groceries
202140,10401,2025-04-05,credit,8191.42,Green PLC,fuel
202141,10354,2025-03-28,credit,1028.86,Kennedy-Harris,rent
202142,10495,2025-02-14,credit,8404.32,"Hanson, Holt and Stafford",shopping
202143,11054,2024-12-09,debit,9046.12,"Perry, Lopez and Allen",shopping
202144,10605,2025-05-10,credit,-1967.22,Wilson Inc,salary
202145,10742,2024-08-23,credit,9522.75,,groceries
202146,10629,2024-07-06,debit,4410.07,Harvey Ltd,Fuel 
202147,10204,2025-03-27,debit,3606.27,Shaw and Sons,SHOPPING
202148,10640,2024-07-11,debit,7414.48,Roberts LLC,entertainment
202149,10625,2025-01-29,debit,1197.67,Martin PLC,fuel
202150,10995,2025-02-14,credit,4066.69,Hawkins Ltd,utilities
202151,10698,2025-01-17,debit,3068.55,"Jones, James and Jenkins",Groceriess
202152,10210,2025-05-06,credit,9177.26,Moore-Wilson,insurance
202153,10191,2025-07-26 13:14:01.537579,credit,1601.21,Lowe PLC,shopping
202154,10828,2024-07-10,debit,8242.44,"Moore, Lambert and Lee",fuel
202155,10171,2024-11-25,debit,3559.04,"Acosta, Horton and Davis",fuel
202156,10780,2024-08-23,debit,9546.08,,entertainment
202157,10554,2024-09-24,credit,-7457.81,Ibarra-Garrett,fuel
202158,10720,2025-01-01,credit,5513.13,Frey Ltd,fuel
202159,10298,2025-06-02,debit,9128.78,"Mooney, Pruitt and Miller",salary
202160,11010,2025-05-25,debit,8050.81,"Robinson, Kelley and Hart",shopping
202161,10296,2025-02-21,credit,2953.12,Barron Group,groceries
202162,10678,2024-10-16,credit,7065.26,Morris Inc,Grocerry
202163,10818,2025-07-10 13:14:01.539571,credit,-2881.07,Bowen and Sons,fuel
202164,10536,2025-07-23 13:14:01.539571,debit,8472.14,Nelson LLC,utilities
202165,10923,2025-02-11,debit,6926.21,Jordan-Rubio,salary
202166,10085,2024-07-25,credit,-2572.5,Kline-Wells,Fuel 
202167,11196,2024-11-24,debit,3922.03,Brown-Baldwin,entertainment
202168,10072,2024-12-19,debit,3292.96,Potter-Hernandez,insurance
202169,10275,2025-03-27,debit,5308.9,"Stevens, Perez and Petersen",rent
202170,10780,2025-04-15,credit,741.61,"Clark, Foster and Conley",insurance
202171,10262,2025-03-10,credit,-8433.62,Moyer-Gordon,shopping
202172,10396,2024-07-25,credit,9221.13,Pearson Ltd,SHOPPING
202173,10915,2025-04-11,credit,7536.9,Stewart Ltd,groceries
202174,10424,2025-04-15,debit,8568.52,Bray-Maddox,Entertaiment
202175,10660,2024-09-06,credit,9507.43,"Salazar, Heath and Harris",Groceriess
202176,10249,2024-12-07,credit,9570.37,Kane-Johnson,Grocerry
202177,10490,2024-11-07,credit,9573.17,"Lawson, Powell and Harper",groceries
202178,11155,2025-05-17,credit,1261.82,Sanders-Jacobs,Entertaiment
202179,11139,2025-05-26,debit,8147.11,"Taylor, Cannon and Robinson",Entertaiment
202180,10847,2024-12-22,debit,3800.6,Johnson Inc,Groceriess
202181,10341,2025-04-10,credit,8726.5,"Flores, Fuentes and Harrington",Fuel 
202182,11098,2025-02-06,credit,5269.9,Delacruz-Jones,groceries
202183,10894,2025-03-07,debit,4271.51,Hansen and Sons,SHOPPING
202184,10865,2024-09-30,debit,6391.75,Robinson and Sons,Groceriess
202185,10817,2025-05-19,credit,4796.82,Lloyd Group,salary
202186,11177,2024-11-04,credit,794.41,"Osborne, Carter and Keith",rent
202187,10660,2025-01-22,debit,5997.4,"Fox, Lee and Hutchinson",Grocerry
202188,11000,2024-08-31,debit,9653.71,Mcdonald PLC,SHOPPING
202189,10131,2025-04-06,debit,9707.35,Pittman Group,fuel
202190,10877,2024-09-06,credit,8390.47,Warren LLC,Groceriess
202191,11009,2025-06-15,debit,2240.97,"Roberson, Thomas and Brooks",salary
202192,10651,2024-11-04,debit,7786.72,"Hill, Stewart and Berg",shopping
202193,10825,2024-09-16,debit,2376.59,"Hammond, Shannon and Blevins",Entertaiment
202194,10102,2025-04-25,credit,3510.27,Maynard LLC,shopping
202195,10811,2025-01-13,credit,859.53,Osborne and Sons,SHOPPING
202196,10317,2024-12-09,debit,1446.69,Daniels-Stout,Entertaiment
202197,11108,2025-01-24,credit,3053.79,"Burns, Sanders and Hart",insurance
202198,10840,2025-02-27,debit,4359.5,Thomas and Sons,shopping
202199,11036,2025-01-18,debit,82.06,Johnson Ltd,utilities
202200,11133,2025-07-24 13:14:01.549545,debit,8704.8,Scott-Diaz,entertainment
202201,10767,2024-10-24,debit,4003.05,Fisher-Marsh,shopping
202202,10708,2025-01-12,debit,4168.87,,entertainment
202203,11199,2024-12-10,debit,409.99,"Mendoza, Joseph and Garcia",rent
202204,10547,2024-09-23,debit,6330.29,Wang-Anderson,fuel
202205,10098,2024-11-28,credit,3951.48,Garcia LLC,Groceriess
202206,11174,2024-11-07,credit,7106.26,Andrews Group,rent
202207,10314,2024-11-28,debit,7378.89,Martinez LLC,shopping
202208,10731,2025-01-11,credit,5571.27,Smith-Garcia,rent
202209,10696,2025-04-12,credit,894.32,King-Miller,utilities
202210,10445,2024-12-13,debit,3977.25,Stephens Ltd,utilities
202211,10590,2024-10-25,credit,4458.66,"Lewis, Gray and Jones",rent
202212,10703,2024-12-03,credit,-6071.89,"James, Garcia and Hughes",salary
202213,10140,2024-07-08,debit,2990.05,Rich Inc,Groceriess
202214,10338,2024-07-30,credit,4295.01,"Lawson, Ross and Goodman",Grocerry
202215,10500,2025-04-25,debit,6629.97,Peterson-Fletcher,rent
202216,10911,2024-10-08,debit,7801.54,Mata-Browning,groceries
202217,10985,2025-07-08 13:14:01.554531,debit,7253.12,"Sanders, Booker and James",Entertaiment
202218,10430,2025-04-14,debit,2227.33,Buckley-Hahn,Grocerry
202219,10964,2025-05-20,credit,3363.52,Porter Inc,fuel
202220,10005,2024-10-07,debit,7677.05,Gonzalez Ltd,groceries
202221,10997,2024-10-09,credit,2985.28,"Parks, Campbell and Morgan",Groceriess
202222,10949,2025-02-01,credit,6640.24,Craig-French,SHOPPING
202223,10516,2024-07-07,credit,7665.23,Hall Inc,SHOPPING
202224,10146,2025-05-22,debit,6942.65,Davis Group,fuel
202225,10721,2025-03-02,debit,9619.28,Hernandez and Sons,utilities
202226,10212,2024-09-19,debit,6481.93,"Bennett, Matthews and Meadows",rent
202227,10632,2025-03-19,debit,8755.49,Vaughn Ltd,entertainment
202228,10643,2025-05-24,credit,5364.53,"Church, Wallace and Brennan",groceries
202229,11192,2024-09-14,debit,4860.36,Yates-Hall,rent
202230,10741,2024-11-15,credit,6536.56,"Hartman, Brown and Carpenter",Grocerry
202231,10537,2025-05-17,credit,7767.17,"Mccoy, Smith and Tyler",Fuel 
202232,10618,2024-09-09,debit,183.41,Johnson-Moran,insurance
202233,10770,2025-02-03,debit,6336.35,Russell LLC,Fuel 
202234,11009,2024-07-08,debit,7203.92,"Wilson, Lopez and Lara",Fuel 
202235,10502,2025-04-29,credit,5560.15,Chase-Molina,groceries
202236,11061,2024-07-03,debit,9388.36,Hill PLC,Entertaiment
202237,10824,2025-02-25,debit,254.96,Hoffman-Lopez,insurance
202238,10206,2025-07-12 13:14:01.559518,debit,6158.13,,groceries
202239,10214,2024-12-27,credit,9401.23,Johnson-Vazquez,utilities
202240,11176,2024-09-01,debit,7007.59,Reilly-Rivera,Grocerry
202241,10640,2025-03-09,credit,3979.29,"Rogers, Mckinney and Torres",Entertaiment
202242,10747,2024-09-04,credit,6646.16,"Blevins, Scott and Austin",insurance
202243,10911,2024-11-23,credit,3530.05,Johnston-Carter,entertainment
202244,10753,2025-05-16,debit,7032.61,Pollard Ltd,groceries
202245,11001,2024-12-27,credit,1329.26,"Wolfe, Gomez and Graham",shopping
202246,10437,2024-12-27,debit,8202.91,Jackson-Smith,Groceriess
202247,10014,2024-06-30,credit,472.24,Perry Ltd,fuel
202248,11008,2025-06-06,credit,4322.7,"Lin, Wong and Griffin",salary
202249,10982,2024-10-09,debit,4416.85,Murray-Bates,shopping
202250,10548,2024-10-14,credit,1960.98,"Potter, Richards and Young",SHOPPING
202251,10022,2025-03-14,debit,6735.77,Cabrera Ltd,salary
202252,10894,2024-09-16,credit,-3898.93,"Perez, Martin and Ramirez",salary
202253,10371,2025-04-06,debit,2373.61,"Obrien, Higgins and Mcdaniel",Entertaiment
202254,10102,2025-03-18,credit,1415.76,Brown Group,insurance
202255,10878,2024-06-30,credit,885.52,Hawkins-Bautista,entertainment
202256,10340,2024-08-13,credit,3223.39,"Joseph, Campbell and Douglas",shopping
202257,11199,2024-12-17,credit,8429.18,Crane-Rojas,insurance
202258,10652,2024-09-26,debit,6292.14,Gates PLC,salary
202259,10439,2024-10-21,debit,2802.36,"Campbell, Hale and Castaneda",shopping
202260,11066,2024-09-01,debit,854.2,"Thornton, Walsh and Preston",rent
202261,10384,2024-09-29,credit,6871.81,Reeves-Ayala,SHOPPING
202262,11105,2025-04-27,credit,4446.15,"Harris, Lewis and Jackson",utilities
202263,10204,2025-01-19,debit,8619.69,Marquez-Villarreal,utilities
202264,10782,2025-03-08,credit,-279.99,Berry-Peters,entertainment
202265,10406,2025-03-09,debit,9747.8,Williams and Sons,shopping
202266,10378,2024-12-03,credit,-9114.27,,rent
202267,10808,2025-06-04,debit,9079.47,,Groceriess
202268,10021,2024-10-30,debit,4355.47,Hill-Bryant,entertainment
202269,10952,2025-03-29,debit,26.83,Davis-Miller,rent
202270,10134,2025-01-13,credit,9584.65,,Grocerry
202271,11072,2025-01-29,debit,5609.58,Stephenson Ltd,shopping
202272,11026,2024-07-21,credit,448.12,"Grimes, Choi and Moyer",insurance
202273,10609,2025-03-15,debit,2567.77,"Tyler, Ramirez and Randolph",utilities
202274,10223,2025-06-24,credit,4013.38,Freeman PLC,Entertaiment
202275,10472,2024-08-11,credit,3869.65,Zhang Inc,Groceriess
202276,10067,2024-07-25,debit,6452.08,Fitzpatrick-Scott,fuel
202277,10688,2024-11-21,credit,7051.97,"Banks, Faulkner and Kidd",shopping
202278,11131,2025-05-24,debit,5586.97,"Allen, Chang and Ellis",insurance
202279,11115,2025-05-02,debit,4646.0,,utilities
202280,10358,2024-10-21,debit,9222.81,,entertainment
202281,10815,2024-08-31,debit,9526.05,"Saunders, Marks and Burns",groceries
202282,10287,2025-04-06,debit,5714.3,"Black, Payne and Pearson",groceries
202283,11127,2024-11-03,debit,3669.02,"Lopez, Crawford and Griffith",groceries
202284,10289,2024-12-30,credit,1990.67,Hansen-Roberson,Entertaiment
202285,11031,2025-04-04,credit,6824.75,Ellis-Brown,insurance
202286,10741,2025-01-29,debit,8512.98,"Clay, Chen and Peterson",salary
202287,10519,2024-09-01,credit,7715.11,Velazquez-Moore,fuel
202288,10166,2025-04-13,credit,1506.27,"Acosta, Peters and Johnson",Groceriess
202289,10676,2024-08-28,debit,5663.05,,entertainment
202290,10694,2025-04-15,debit,1000.56,Sullivan PLC,shopping
202291,10995,2025-02-08,credit,327.55,Mendez Ltd,groceries
202292,11173,2024-11-30,credit,2537.24,Luna-Hernandez,salary
202293,10190,2024-12-10,debit,5409.17,Lozano-Bridges,SHOPPING
202294,11137,2025-01-25,credit,2391.44,Calderon Ltd,Entertaiment
202295,11141,2024-11-13,debit,4575.59,Brown-Parker,insurance
202296,10124,2025-07-06 13:14:01.578423,credit,3102.33,"Moreno, Hester and Mack",Fuel 
202297,10061,2024-06-26,debit,6763.55,Lopez Ltd,entertainment
202298,10163,2024-12-26,debit,7603.28,,entertainment
202299,10362,2024-06-29,debit,7484.42,"Wheeler, Riggs and Griffin",rent
202300,10682,2025-05-06,debit,8961.47,Freeman Inc,salary
202301,10238,2025-01-16,debit,5428.91,"Hunt, Quinn and Ellison",groceries
202302,10476,2025-03-26,debit,7253.89,Walton-Crosby,shopping
202303,11108,2024-09-21,debit,3870.78,Johnson Ltd,utilities
202304,10332,2024-07-09,debit,5943.92,"Maynard, Wu and Young",salary
202305,11187,2025-01-07,debit,8027.66,Wheeler-Chambers,shopping
202306,10215,2025-03-21,debit,9533.68,Vasquez-Torres,insurance
202307,10628,2024-12-13,debit,2900.01,Peck-Thompson,insurance
202308,10699,2024-12-02,debit,1517.86,Brown-Wells,Groceriess
202309,10430,2024-10-15,debit,2684.36,"Boyer, Burnett and Foster",groceries
202310,10416,2024-12-14,debit,9566.43,Simmons Group,salary
202311,10853,2025-07-11 13:14:01.586402,debit,7235.93,"Hill, Ayala and Hicks",fuel
202312,10835,2025-01-07,credit,9314.95,Griffin PLC,Groceriess
202313,10906,2024-10-09,debit,4390.89,Woods-Bell,groceries
202314,10420,2025-05-25,debit,1444.01,Lee LLC,rent
202315,10683,2025-04-18,debit,698.52,Fischer Inc,groceries
202316,10896,2024-09-06,debit,1232.9,Proctor-Sanders,insurance
202317,10353,2024-09-21,credit,4069.26,Robinson Ltd,fuel
202318,10588,2024-11-24,credit,1926.73,"Crane, Scott and Jackson",Entertaiment
202319,10293,2025-06-20,credit,2523.06,Farley-Walker,Fuel 
202320,10056,2024-06-29,debit,5660.42,"Lozano, Blake and Duarte",Fuel 
202321,10464,2024-12-22,credit,3988.87,Rowe-Williams,salary
202322,10896,2024-11-21,debit,3231.86,Rogers Group,utilities
202323,10185,2025-01-11,debit,2425.16,Thomas-Hernandez,groceries
202324,10067,2024-12-23,debit,2538.83,Garner-Richardson,Grocerry
202325,10688,2024-08-13,debit,7798.94,Erickson-Gonzalez,shopping
202326,10238,2025-04-17,credit,2559.99,"Andrews, Lucero and Brown",fuel
202327,11084,2025-05-02,debit,2476.57,Pittman-Hobbs,Entertaiment
202328,10619,2024-11-28,debit,3330.88,,Grocerry
202329,10868,2025-04-02,debit,5444.02,,fuel
202330,10086,2025-06-19,credit,1688.67,,rent
202331,10070,2025-04-19,credit,6214.7,Burke-Clark,insurance
202332,10849,2024-08-17,credit,5399.92,Hamilton-Robinson,rent
202333,10326,2024-10-04,debit,2030.62,Hernandez LLC,shopping
202334,10515,2025-03-23,debit,5674.27,Moore-Potts,fuel
202335,11180,2025-01-13,debit,9157.22,Marshall and Sons,utilities
202336,10615,2025-01-05,credit,2345.31,"Thompson, Rogers and Riley",Grocerry
202337,10013,2024-08-04,credit,3242.49,Hall and Sons,rent
202338,10639,2025-03-31,credit,-1501.48,Summers-Quinn,Fuel 
202339,10007,2025-03-30,debit,3609.16,Smith Ltd,utilities
202340,10136,2025-02-07,debit,6195.52,Thomas-Clark,Fuel 
202341,10139,2025-06-24,debit,4058.5,Harris Group,rent
202342,10654,2024-06-30,credit,7799.41,Gonzalez-Hall,SHOPPING
202343,11169,2025-04-17,debit,1708.93,,Fuel 
202344,10815,2024-09-10,debit,2924.25,"Martinez, Sims and Eaton",Entertaiment
202345,10386,2025-01-11,debit,5077.38,Ferguson LLC,entertainment
202346,11137,2024-11-27,credit,4263.02,"Miranda, Miller and Ward",salary
202347,10912,2025-01-01,credit,2291.97,,Fuel 
202348,11088,2025-06-06,credit,6209.99,"Garrett, Smith and Marshall",groceries
202349,10218,2024-12-13,debit,6093.43,Vargas Ltd,rent
202350,10270,2025-03-02,credit,3504.63,,Grocerry
202351,10316,2025-02-24,debit,1264.15,Mullins-Mcdaniel,fuel
202352,11157,2024-08-09,credit,8313.58,Herring-Duncan,Entertaiment
202353,10976,2024-11-22,credit,5934.3,"Smith, Rowland and Burton",SHOPPING
202354,10761,2024-10-18,credit,774.18,Richard-Kelly,SHOPPING
202355,10908,2024-10-21,credit,9735.98,"Collier, Thomas and Richardson",rent
202356,10619,2025-03-11,credit,9949.2,"Ryan, Walker and Oliver",utilities
202357,11149,2024-08-26,credit,5828.66,Roberts-Morris,Groceriess
202358,10163,2025-03-30,credit,6931.31,Soto Group,Entertaiment
202359,10962,2024-09-10,credit,7597.49,"Booker, Donaldson and Patterson",rent
202360,10983,2025-01-17,debit,2971.37,Jensen-Baker,entertainment
202361,10701,2024-08-16,debit,5189.4,"Braun, Lewis and Lang",insurance
202362,10741,2024-07-10,debit,9040.13,Morrison PLC,utilities
202363,10456,2025-06-14,credit,8349.34,"Harrison, Hendricks and Powers",Entertaiment
202364,10463,2025-05-26,credit,6407.43,Byrd Inc,insurance
202365,10103,2025-03-22,credit,-5676.67,,Fuel 
202366,10725,2024-11-17,debit,4152.58,Young Inc,fuel
202367,10830,2025-02-11,credit,1259.78,"Brooks, Perkins and Craig",groceries
202368,10452,2024-11-07,credit,531.46,Chan-Becker,utilities
202369,10120,2025-04-04,debit,1483.94,Anderson Inc,Fuel 
202370,10232,2024-11-26,credit,8196.1,Hamilton-Buck,utilities
202371,11006,2025-03-05,debit,4211.62,"Sullivan, Lambert and Johnson",groceries
202372,10023,2025-03-03,debit,1259.61,Walker-Evans,entertainment
202373,10445,2024-12-05,debit,4484.3,Davis-Evans,fuel
202374,11178,2025-02-01,credit,8340.81,"Gregory, Patterson and Thomas",salary
202375,10854,2025-02-07,debit,7875.38,Ramsey-Davis,shopping
202376,10722,2025-04-05,credit,7896.65,Hall LLC,fuel
202377,10616,2024-09-05,credit,-4027.44,Thomas-Harrison,fuel
202378,11152,2025-06-29 13:14:01.608345,credit,4323.81,Garcia LLC,SHOPPING
202379,10638,2025-01-31,debit,5032.88,Allen-Rhodes,Fuel 
202380,10665,2024-10-18,credit,7144.27,Armstrong Group,shopping
202381,10820,2024-09-22,credit,7241.46,"Munoz, Gilbert and Stark",rent
202382,10744,2024-10-16,debit,9460.95,Harris PLC,entertainment
202383,10626,2024-11-08,debit,5875.23,French-Mitchell,entertainment
202384,10741,2024-11-13,debit,1746.0,Osborne-Delgado,Fuel 
202385,10455,2024-09-11,credit,2481.95,Harrison PLC,entertainment
202386,10504,2025-07-13 13:14:01.610339,credit,2773.06,Johnson and Sons,SHOPPING
202387,10426,2025-04-08,credit,4231.58,Smith and Sons,utilities
202388,10974,2025-04-07,credit,6335.78,Case-James,rent
202389,10322,2024-11-19,credit,3469.06,,groceries
202390,10257,2024-09-20,credit,3267.21,"Paul, Jackson and Fitzgerald",shopping
202391,10748,2025-03-08,debit,5343.68,Harris-Bush,Entertaiment
202392,10910,2024-09-06,debit,6340.87,Valentine and Sons,utilities
202393,10311,2024-10-14,debit,9463.09,"Hayes, Elliott and George",shopping
202394,10161,2024-07-21,credit,3713.99,Contreras-Smith,salary
202395,10476,2024-08-02,credit,9413.86,,shopping
202396,10510,2025-02-06,debit,9034.28,Johnson Inc,Fuel 
202397,10457,2024-10-21,debit,6112.79,"Stone, Foster and Cordova",Entertaiment
202398,10140,2024-07-04,debit,1101.64,"Ramos, Cherry and Reese",Entertaiment
202399,10643,2024-12-03,credit,8941.47,Torres-Campos,fuel
202400,11054,2025-04-22,credit,9806.64,,Entertaiment
202401,10881,2025-04-20,debit,1342.14,"Tanner, Burton and Gonzalez",SHOPPING
202402,11098,2024-12-25,debit,2375.23,"Howard, Cox and Ayers",Entertaiment
202403,10001,2024-07-31,credit,3127.3,,Groceriess
202404,11151,2024-12-31,debit,6676.78,Norton-Buchanan,rent
202405,10943,2025-02-20,debit,1899.28,"Johnson, Gonzalez and Davis",insurance
202406,10049,2024-12-04,credit,7451.88,Herman-Wise,shopping
202407,10582,2025-03-08,debit,7327.61,"Diaz, Herring and Rodriguez",Fuel 
202408,10443,2024-10-14,debit,8310.75,Potter-Olsen,Grocerry
202409,10201,2025-03-30,credit,383.61,Barnes-Ali,SHOPPING
202410,10234,2025-05-16,credit,5549.07,Scott-Snyder,rent
202411,11097,2024-09-16,credit,5274.89,"Horne, Hall and Alexander",Groceriess
202412,10093,2025-01-25,credit,6608.72,Manning Ltd,Entertaiment
202413,11140,2024-10-30,credit,3802.56,,rent
202414,10319,2024-08-15,credit,8241.4,"Harding, Johnson and Rivera",shopping
202415,10594,2024-12-12,credit,4581.56,Hull-Miller,rent
202416,11056,2024-09-08,credit,9594.31,Daniels-Shannon,Groceriess
202417,10908,2025-04-09,debit,1033.3,Ramos-Watkins,utilities
202418,11123,2025-06-19,debit,8917.1,"Shaw, Davila and Hill",rent
202419,10539,2025-05-08,debit,3789.8,Kelly-Obrien,insurance
202420,10920,2024-11-29,debit,7628.85,"Flores, Lewis and Williams",shopping
