loan_id,customer_id,loan_type,amount_applied,status,application_date,approved_date
300453,800,education,319672.27,rejected,2024-02-26,2024-03-17
300454,343,personal,376468.03,Approved ,2024-04-29,2024-05-18
300455,35,car,402736.88,pending,2025-03-03,2025-03-10
300456,95,home,307317.4,APPROVED,2024-10-26,2024-11-21
300457,439,car,277597.01, REJECTED,2024-02-09,2024-02-10
300458,204,personal,106847.41, REJECTED,2023-08-15,2023-08-21
300459,770,home,410465.9,approved,2024-05-28,2024-06-20
300460,290,education,243888.39,rejected,2025-02-12,2025-03-04
300461,469,home,450920.25,approved,2024-11-18,2024-12-04
300462,178,personal,NULL,pending,2024-02-26,2024-03-05
300463,231,home,137730.78,approved,2023-08-08,2023-07-30
300464,635,education,59187.77, REJECTED,2024-04-02,2024-03-24
300465,938,car,122111.79,rejected,2025-05-01,2025-05-21
300466,873,home,432514.28,Approved ,2024-06-01,2024-06-30
300467,421,home,207112.48,pending,2023-08-17,2023-09-08
300468,497,car,18738.37,pending,2024-11-11,2024-12-11
300469,672,personal,244309.61,Approved ,2024-02-13,2024-02-22
300470,177,home,181199.61,Approved ,2023-12-17,2023-12-09
300471,102,home,3321.88,APPROVED,2025-04-20,2025-05-17
300472,781,home,28318.86,approved,2024-06-29,2024-07-12
300473,955,personal,71999.24,rejected,2024-01-15,2024-01-21
300474,760,personal,NULL, REJECTED,2024-07-31,2024-08-19
300475,710,car,297112.28,pending,2025-01-30,2025-02-03
300476,160,education,380835.07,pending,2023-11-21,2023-11-14
300477,464,personal,NULL,pending,2023-11-11,2023-11-01
300478,51,education,387919.99, REJECTED,2023-10-25,2023-11-13
300479,969,personal,375414.05, REJECTED,2024-10-29,2024-10-22
300480,572,education,382181.55,rejected,2025-04-16,2025-04-30
300481,667,personal,383338.1,approved,2024-03-09,2024-02-28
300482,53,education,58662.29,pending,2024-01-25,2024-02-02
300483,143,personal,215471.43,Approved ,2025-03-06,2025-03-09
300484,923,education,NULL,APPROVED,2024-03-17,2024-03-22
300485,469,personal,NULL, REJECTED,2023-12-20,2023-12-24
300486,102,home,391029.21,Approved ,2024-07-27,2024-08-06
300487,625,education,54579.61,approved,2024-11-11,2024-11-01
300488,702,home,371803.02,rejected,2023-06-27,2023-06-30
300489,455,personal,195440.71,pending,2023-07-01,2023-07-09
300490,267,car,382740.68,approved,2024-04-17,2024-04-29
300491,132,personal,115248.64,APPROVED,2024-10-18,2024-11-15
300492,702,education,NULL,Approved ,2024-02-17,2024-02-08
300493,603,home,400218.01,pending,2024-05-10,2024-06-08
300494,598,personal,77132.09,approved,2024-04-16,2024-04-18
300495,475,personal,48782.54,rejected,2024-05-07,2024-06-03
300496,710,home,494125.13,rejected,2024-07-08,2024-07-08
300497,1,personal,331932.42,rejected,2024-11-27,2024-12-10
300498,419,home,493228.29,rejected,2023-07-07,2023-07-20
300499,175,home,283041.22,APPROVED,2024-02-15,2024-02-26
300500,995,home,290633.93,pending,2023-07-06,2023-07-17
300501,976,personal,300482.48,approved,2024-03-17,2024-04-13
300502,8,personal,165548.96,APPROVED,2025-03-03,2025-02-21
300503,874,education,201263.69,approved,2024-12-16,2024-12-14
300504,988,home,130336.31,APPROVED,2024-06-13,2024-06-16
300505,40,personal,276509.93,Approved ,2023-09-01,2023-08-29
300506,275,car,177031.8,pending,2025-02-03,2025-02-07
300507,432,home,92529.84, REJECTED,2024-09-01,2024-09-19
300508,497,home,493240.5,rejected,2024-08-08,2024-08-19
300509,316,car,451905.81,pending,2024-05-19,2024-05-28
300510,16,personal,439189.67,APPROVED,2024-05-07,2024-05-19
300511,196,education,205486.02,APPROVED,2024-08-02,2024-08-08
300512,202,home,357947.2,APPROVED,2024-10-03,2024-10-01
300513,991,education,175097.58,Approved ,2025-06-13,2025-06-06
300514,109,car,189950.01,Approved ,2025-05-03,2025-05-15
300515,12,education,289349.01, REJECTED,2025-05-26,2025-06-13
300516,704,personal,24953.17,Approved ,2023-10-21,2023-10-30
300517,746,home,307475.6,pending,2024-10-29,2024-10-23
300518,464,car,464801.61, REJECTED,2024-05-25,2024-05-19
300519,271,car,197784.23, REJECTED,2024-03-20,2024-03-28
300520,327,personal,204287.39,pending,2025-06-21,2025-07-17
300521,170,education,469292.14,approved,2024-07-28,2024-08-06
300522,135,car,246222.68,pending,2024-10-06,2024-10-13
300523,186,home,197822.26,pending,2025-05-24,2025-06-12
300524,271,personal,321332.0,APPROVED,2024-03-14,2024-04-05
300525,419,home,247267.63,approved,2023-09-05,2023-08-26
300526,612,education,97627.64,pending,2024-07-12,2024-07-02
300527,438,car,434682.39,APPROVED,2025-01-22,2025-01-25
300528,824,car,344032.55,pending,2023-11-02,2023-11-14
300529,963,car,349441.68,APPROVED,2025-03-02,2025-03-07
300530,144,home,467356.02,rejected,2025-04-12,2025-04-03
300531,430,education,283271.03,approved,2025-02-06,2025-02-23
300532,946,education,455012.83,pending,2025-04-26,2025-05-02
300533,968,home,168659.56,pending,2024-03-03,2024-03-25
300534,956,education,NULL,pending,2023-10-08,2023-10-06
300535,467,education,NULL,APPROVED,2024-12-07,2024-12-15
300536,176,education,98690.73,pending,2023-07-22,2023-07-24
300537,780,home,463666.1,Approved ,2023-11-17,2023-11-13
300538,484,personal,83857.53, REJECTED,2023-11-22,2023-11-14
300539,938,car,210233.6,APPROVED,2024-04-21,2024-05-21
300540,897,car,159913.59, REJECTED,2024-05-24,2024-05-25
300541,144,personal,64261.74,pending,2023-09-14,2023-10-09
300542,431,car,160162.85,approved,2024-09-27,2024-10-09
300543,36,personal,26367.75,approved,2023-09-12,2023-09-05
300544,454,education,NULL,Approved ,2024-12-05,2024-12-30
300545,680,education,432997.36, REJECTED,2023-11-10,2023-11-18
300546,489,education,235489.4,Approved ,2023-10-17,2023-11-07
300547,20,car,488655.33,pending,2025-04-15,2025-05-12
300548,601,education,421325.29,Approved ,2024-07-22,2024-08-03
300549,572,car,80678.08,Approved ,2025-03-19,2025-04-10
300550,754,education,356945.29,pending,2024-11-09,2024-11-26
300551,554,personal,292809.14,APPROVED,2024-05-30,2024-05-23
300552,799,education,334791.39,pending,2025-05-29,2025-06-27
300553,456,car,338529.42,approved,2024-05-10,2024-05-22
300554,756,car,102177.35, REJECTED,2024-10-02,2024-10-28
300555,64,car,177341.16,pending,2025-04-12,2025-05-09
300556,364,car,138064.25,Approved ,2024-08-11,2024-08-02
300557,982,home,409639.35,Approved ,2024-08-16,2024-09-07
300558,88,home,454625.78,approved,2023-11-07,2023-12-05
300559,130,home,466566.82,APPROVED,2025-03-06,2025-03-13
300560,190,home,404807.01, REJECTED,2024-05-20,2024-06-08
300561,580,home,335040.32,Approved ,2024-01-14,2024-01-10
300562,209,car,307009.29,approved,2023-11-24,2023-12-12
300563,29,personal,335243.77, REJECTED,2025-01-18,2025-02-07
300564,988,education,408919.78, REJECTED,2025-06-20,2025-07-07
300565,875,education,471442.69,Approved ,2025-04-11,2025-04-25
300566,397,personal,70572.48,approved,2024-12-01,2024-12-06
300567,494,education,145400.94,rejected,2023-08-03,2023-08-20
300568,782,home,261802.84,Approved ,2024-11-04,2024-11-20
300569,832,education,181677.02,Approved ,2023-11-05,2023-11-21
300570,258,personal,438946.57,pending,2025-05-12,2025-06-01
300571,5,home,63104.06,Approved ,2023-12-06,2023-11-26
300572,26,home,297152.54,Approved ,2024-07-07,2024-07-15
300573,897,education,211841.67,APPROVED,2025-06-16,2025-06-17
300574,961,education,362409.09,APPROVED,2023-10-04,2023-10-18
300575,741,education,137286.35, REJECTED,2023-09-07,2023-09-28
300576,67,personal,112986.4,Approved ,2024-06-27,2024-07-09
300577,845,home,168116.06,pending,2025-05-05,2025-04-25
300578,284,car,180730.2,Approved ,2024-11-27,2024-12-05
300579,848,home,76957.88,approved,2025-01-16,2025-01-08
300580,452,education,140462.41,approved,2025-02-20,2025-02-10
300581,521,education,387439.03,pending,2023-09-02,2023-09-05
300582,703,personal,82283.44, REJECTED,2023-11-08,2023-11-03
300583,171,personal,32293.46,pending,2024-06-12,2024-06-22
300584,171,education,283690.62,approved,2023-12-30,2023-12-25
300585,754,personal,488743.87,pending,2023-11-29,2023-12-23
300586,918,home,425646.76,Approved ,2024-04-24,2024-05-09
300587,551,education,473079.79,APPROVED,2024-01-14,2024-01-14
300588,730,education,123732.13,pending,2024-06-22,2024-07-17
300589,453,personal,406672.28,Approved ,2025-04-15,2025-04-07
300590,323,personal,439885.68,Approved ,2023-10-28,2023-11-21
300591,731,home,409119.65, REJECTED,2023-10-21,2023-11-20
300592,679,education,81111.66,approved,2023-12-25,2024-01-23
300593,815,education,120842.57,APPROVED,2024-03-10,2024-03-04
300594,262,education,476491.95,APPROVED,2023-11-27,2023-12-12
300595,284,home,64756.12, REJECTED,2025-04-23,2025-05-10
300596,331,education,20918.3,Approved ,2023-12-17,2024-01-01
300597,849,home,147576.31,approved,2025-01-27,2025-01-28
300598,30,home,130001.95,Approved ,2025-01-16,2025-01-08
300599,380,car,277987.26, REJECTED,2024-10-07,2024-10-13
300600,546,education,81609.62,pending,2023-10-28,2023-11-13
300601,447,home,114494.19,approved,2024-11-08,2024-12-03
300602,275,home,302673.81,approved,2024-12-05,2024-12-30
300603,379,home,476040.27,Approved ,2024-08-20,2024-09-03
300604,289,education,483539.75,approved,2025-03-15,2025-03-15
300605,641,home,NULL,pending,2025-05-07,2025-05-17
300606,787,personal,12405.14, REJECTED,2025-04-01,2025-04-20
300607,129,home,208016.78,rejected,2025-06-09,2025-07-08
300608,365,home,322175.61,Approved ,2023-10-05,2023-11-02
300609,618,education,281015.69,Approved ,2024-08-06,2024-09-05
300610,405,personal,74166.43,Approved ,2024-11-23,2024-12-17
300611,125,home,NULL,rejected,2024-08-14,2024-09-12
300612,552,personal,414910.28,APPROVED,2023-12-02,2023-12-21
300613,712,personal,327423.27, REJECTED,2024-02-05,2024-02-22
300614,467,home,343230.53,pending,2024-09-12,2024-09-15
300615,583,education,1813.21,approved,2024-03-02,2024-03-21
300616,328,home,314005.93, REJECTED,2024-12-28,2025-01-19
300617,161,education,448677.38,pending,2023-11-22,2023-12-19
300618,171,home,399739.23,pending,2024-08-23,2024-09-02
300619,263,education,267518.65,Approved ,2024-06-29,2024-07-11
300620,359,car,196288.08,pending,2024-05-05,2024-05-16
300621,494,personal,363134.5,APPROVED,2023-08-09,2023-08-19
300622,732,home,221006.12,pending,2025-03-30,2025-03-21
300623,745,education,221103.3,APPROVED,2023-12-28,2023-12-18
300624,777,education,388845.32, REJECTED,2023-10-13,2023-10-05
300625,442,home,412154.67,APPROVED,2025-04-27,2025-05-01
300626,622,car,387379.13,APPROVED,2025-04-30,2025-05-20
300627,378,home,43582.25,Approved ,2024-10-22,2024-11-04
300628,558,car,788.78,APPROVED,2024-09-21,2024-09-30
300629,497,personal,491283.99, REJECTED,2023-09-18,2023-10-11
300630,963,home,265818.45,Approved ,2025-05-06,2025-05-20
300631,762,home,13823.58, REJECTED,2024-01-11,2024-02-04
300632,469,education,194566.65, REJECTED,2024-07-23,2024-07-24
300633,746,car,466438.08, REJECTED,2024-10-02,2024-10-16
300634,569,education,99201.46,rejected,2023-08-03,2023-08-21
300635,449,car,14979.97,approved,2023-10-19,2023-11-10
300636,488,home,157575.39,Approved ,2025-02-13,2025-02-12
300637,284,home,191938.49, REJECTED,2024-12-14,2024-12-11
300638,661,personal,198427.23,APPROVED,2024-01-29,2024-02-25
300639,242,home,142953.99,APPROVED,2025-05-20,2025-05-23
300640,885,personal,NULL,approved,2023-10-22,2023-11-10
300641,753,home,77144.21,approved,2025-01-22,2025-01-12
300642,226,car,472745.58,pending,2024-12-03,2024-12-22
300643,386,personal,199673.18,rejected,2023-12-02,2023-12-14
300644,538,personal,267339.38,rejected,2025-01-22,2025-01-26
300645,827,home,226834.62,Approved ,2024-10-20,2024-11-19
300646,928,home,261794.97,approved,2025-04-11,2025-04-17
300647,247,education,259826.15,rejected,2024-02-29,2024-03-19
300648,453,personal,243441.41,approved,2023-11-17,2023-11-25
300649,845,home,274018.04,APPROVED,2024-07-20,2024-07-16
300650,239,home,71580.75,rejected,2024-09-23,2024-09-24
300651,434,home,451423.97,rejected,2024-04-17,2024-04-28
300652,703,education,404900.55,approved,2024-04-21,2024-04-21
300653,15,personal,103070.24,APPROVED,2024-09-14,2024-09-22
300654,355,car,27165.83,approved,2024-09-07,2024-09-11
300655,95,car,361986.28,approved,2024-10-16,2024-11-11
300656,292,education,95261.11,Approved ,2025-06-06,2025-06-30
300657,230,home,191625.87,pending,2024-02-28,2024-02-21
300658,484,home,455797.04,APPROVED,2025-01-17,2025-01-30
300659,832,car,NULL,rejected,2024-04-09,2024-05-01
300660,62,car,35923.71,pending,2024-08-08,2024-09-02
300661,558,education,374948.57, REJECTED,2024-12-22,2024-12-30
300662,127,education,415560.62,pending,2023-09-17,2023-09-08
300663,799,personal,251089.19,rejected,2023-12-02,2023-12-04
300664,502,car,29829.94,approved,2023-10-20,2023-10-15
300665,377,car,284460.43,pending,2024-01-22,2024-01-25
300666,829,home,90541.35,Approved ,2025-03-20,2025-04-11
300667,574,car,240067.47,pending,2025-06-20,2025-06-11
300668,649,car,NULL,Approved ,2023-12-20,2024-01-12
300669,752,personal,452850.66,approved,2023-12-21,2023-12-29
300670,276,education,468478.28,pending,2025-02-16,2025-03-11
300671,487,personal,258204.99,pending,2024-12-16,2024-12-14
300672,788,personal,451311.37,Approved ,2024-04-25,2024-05-16
300673,795,car,85864.65,pending,2025-04-21,2025-05-12
300674,324,car,381377.72,pending,2024-03-14,2024-03-27
300675,631,home,373411.49,APPROVED,2024-07-13,2024-07-22
300676,677,personal,131479.33,approved,2023-08-23,2023-08-25
300677,603,education,428700.32, REJECTED,2024-05-01,2024-05-22
300678,130,home,402840.61,rejected,2024-12-21,2024-12-14
300679,419,personal,418411.32,APPROVED,2024-07-03,2024-07-01
300680,13,home,230137.63,rejected,2023-12-09,2023-12-01
300681,746,home,375776.4,APPROVED,2023-07-26,2023-08-02
300682,204,personal,357593.33,rejected,2024-11-03,2024-11-14
300683,376,education,410144.94,approved,2023-12-28,2024-01-01
300684,991,education,363636.78,Approved ,2023-11-06,2023-11-14
300685,179,car,NULL,rejected,2024-07-08,2024-07-16
300686,38,personal,143433.58,approved,2023-12-21,2023-12-25
300687,255,personal,359500.26, REJECTED,2024-01-04,2024-01-31
300688,76,home,451407.52,approved,2023-09-01,2023-09-26
300689,416,personal,215910.68,Approved ,2024-06-19,2024-06-14
300690,243,personal,84363.75,APPROVED,2024-08-13,2024-08-26
300691,105,home,42943.41,APPROVED,2024-12-27,2025-01-24
300692,144,home,4107.97, REJECTED,2024-01-31,2024-01-21
300693,398,education,77043.65,pending,2025-01-22,2025-02-04
300694,417,personal,94806.0, REJECTED,2024-11-19,2024-11-23
300695,657,personal,NULL,Approved ,2023-08-28,2023-09-16
300696,129,car,46578.64,rejected,2025-02-01,2025-03-03
300697,16,home,382673.45,APPROVED,2025-04-28,2025-05-22
300698,863,car,1160.5,Approved ,2025-01-28,2025-01-29
300699,365,education,423072.8,rejected,2024-08-20,2024-08-12
300700,806,home,248014.98,Approved ,2025-02-26,2025-03-16
300701,763,personal,245009.36,approved,2023-11-14,2023-12-12
300702,679,home,144743.84,pending,2024-04-29,2024-04-27
300703,591,personal,401281.82, REJECTED,2023-07-11,2023-07-22
300704,608,education,259693.31,Approved ,2024-02-13,2024-02-25
300705,37,personal,95357.63, REJECTED,2024-11-12,2024-12-11
300706,355,education,147589.9, REJECTED,2024-08-11,2024-08-03
300707,303,car,453881.87,approved,2024-03-19,2024-03-11
300708,383,personal,NULL, REJECTED,2025-02-04,2025-02-20
300709,795,home,257317.95,Approved ,2024-09-10,2024-09-30
300710,256,car,52054.0,approved,2024-12-25,2024-12-25
300711,94,education,NULL,rejected,2023-09-16,2023-09-22
300712,576,car,435324.23,APPROVED,2024-12-10,2025-01-06
300713,660,home,478096.74,APPROVED,2025-03-11,2025-03-28
300714,205,car,149857.17,approved,2025-04-05,2025-04-29
300715,754,car,408908.67,rejected,2023-12-16,2024-01-13
300716,71,education,477880.81,Approved ,2023-09-09,2023-10-02
300717,426,home,427677.21,Approved ,2024-01-05,2024-01-26
300718,94,car,361809.52,approved,2023-08-01,2023-08-05
300719,110,education,206639.61,rejected,2023-12-09,2023-12-04
300720,327,education,123060.2, REJECTED,2024-08-01,2024-07-24
300721,524,education,195314.56,Approved ,2025-05-23,2025-05-28
300722,49,personal,215630.84,approved,2024-08-22,2024-09-07
300723,925,car,89402.59,rejected,2025-04-25,2025-04-24
300724,229,home,320598.34,APPROVED,2025-05-20,2025-05-25
300725,329,education,211177.36, REJECTED,2024-10-03,2024-10-27
300726,605,education,228692.12,APPROVED,2024-10-05,2024-10-29
300727,807,car,393491.43,Approved ,2024-05-10,2024-06-05
300728,398,home,113529.91,approved,2024-03-09,2024-03-06
300729,669,education,196139.57,rejected,2024-03-22,2024-04-09
300730,365,education,411300.61,pending,2024-10-05,2024-10-24
300731,306,car,304624.66,APPROVED,2024-09-26,2024-10-15
300732,53,education,470592.82,Approved ,2024-06-12,2024-06-08
300733,773,home,499261.59,approved,2024-05-12,2024-05-08
300734,924,home,72563.2,APPROVED,2025-01-31,2025-02-17
300735,437,education,214665.18,pending,2024-06-06,2024-06-27
300736,916,personal,67648.47,Approved ,2025-06-17,2025-06-15
300737,36,home,470757.52, REJECTED,2025-05-16,2025-05-25
300738,728,personal,341075.02,APPROVED,2024-10-03,2024-10-06
300739,822,home,417851.44,APPROVED,2023-10-01,2023-09-28
300740,883,car,353968.61,pending,2023-07-28,2023-07-26
300741,521,education,343856.26,Approved ,2024-04-19,2024-05-03
300742,788,car,118752.95,Approved ,2025-06-08,2025-06-16
300743,184,personal,452068.84,pending,2023-11-11,2023-11-17
300744,623,personal,493656.67,pending,2025-03-11,2025-03-02
300745,610,education,445384.55, REJECTED,2023-07-20,2023-07-28
300746,295,car,396931.38,rejected,2024-01-04,2024-01-07
300747,37,home,212652.51,approved,2025-04-28,2025-04-20
300748,545,education,205675.67,pending,2024-05-14,2024-05-04
300749,788,education,486091.52,pending,2024-02-04,2024-01-26
300750,123,car,388691.19,pending,2024-05-02,2024-04-29
300751,983,home,33271.11,approved,2025-04-08,2025-04-26
300752,655,personal,NULL,rejected,2023-07-22,2023-07-18
300753,730,home,132668.43,Approved ,2023-07-25,2023-08-10
300754,946,car,187157.37,pending,2025-06-12,2025-06-22
300755,561,education,475051.75,pending,2025-05-25,2025-06-01
300756,893,car,455051.63, REJECTED,2025-03-03,2025-03-21
300757,54,personal,430875.61,pending,2025-04-08,2025-04-14
300758,811,home,380180.04,APPROVED,2025-02-17,2025-03-02
300759,73,car,341138.22, REJECTED,2024-09-15,2024-09-23
300760,987,home,135215.57, REJECTED,2025-01-03,2025-02-02
300761,718,home,402815.29,pending,2024-08-24,2024-09-04
300762,634,home,135121.8,pending,2024-06-20,2024-06-30
300763,653,car,310570.97,approved,2024-07-01,2024-07-03
300764,181,personal,416241.39,APPROVED,2024-06-17,2024-06-28
300765,326,home,55456.43,pending,2025-05-18,2025-05-29
300766,104,car,31243.38, REJECTED,2023-12-28,2024-01-05
300767,586,education,139813.91,approved,2024-12-11,2025-01-09
300768,427,home,287107.03, REJECTED,2024-03-30,2024-04-10
300769,497,car,NULL, REJECTED,2024-05-07,2024-05-30
300770,683,personal,39921.48, REJECTED,2025-02-17,2025-03-07
300771,744,personal,413035.38,Approved ,2024-01-22,2024-01-29
300772,344,education,NULL,rejected,2024-01-13,2024-02-06
300773,707,car,355135.13,Approved ,2024-09-03,2024-09-26
300774,873,education,120498.56,APPROVED,2024-01-18,2024-01-30
300775,375,personal,451356.26,Approved ,2024-11-07,2024-12-04
300776,615,home,385732.35,APPROVED,2024-08-30,2024-09-12
300777,252,car,327941.07,pending,2024-06-09,2024-06-03
300778,746,home,38010.96,pending,2024-12-15,2024-12-13
300779,250,personal,131422.75,rejected,2024-10-30,2024-11-23
300780,892,personal,143976.49,pending,2024-08-22,2024-09-09
300781,861,home,326024.69,Approved ,2024-10-15,2024-10-13
300782,380,car,463097.7,approved,2024-09-19,2024-09-10
300783,648,personal,265118.5,Approved ,2024-10-12,2024-10-28
300784,79,education,37613.69, REJECTED,2024-04-09,2024-04-17
300785,36,home,305286.23,APPROVED,2024-07-20,2024-08-03
300786,529,education,93912.8,rejected,2024-11-26,2024-12-22
300787,725,car,386865.14,pending,2024-08-04,2024-08-03
300788,576,home,112537.08,approved,2024-05-15,2024-05-08
300789,94,personal,217591.6,rejected,2023-08-09,2023-08-08
300790,360,personal,266240.01,rejected,2023-12-26,2023-12-27
300791,610,education,221384.19,APPROVED,2024-09-13,2024-09-16
300792,214,personal,340144.98,APPROVED,2024-12-24,2025-01-04
300793,988,education,387771.49, REJECTED,2025-04-30,2025-05-10
300794,632,education,200845.56,approved,2024-10-27,2024-11-05
300795,59,education,459686.64,rejected,2024-06-06,2024-06-15
300796,299,car,396644.41,rejected,2024-10-18,2024-11-17
300797,240,home,346055.52,APPROVED,2023-08-02,2023-08-04
300798,59,home,147512.05,pending,2024-05-30,2024-06-21
300799,914,home,39342.57,pending,2025-01-03,2025-01-14
300800,164,personal,404748.85, REJECTED,2025-02-16,2025-03-15
300801,463,personal,349403.54,rejected,2024-01-21,2024-01-17
300802,991,personal,321962.21,rejected,2025-05-21,2025-05-11
300803,585,education,139434.65,Approved ,2025-05-25,2025-05-31
300804,271,personal,105686.24,pending,2024-12-05,2024-12-05
300805,953,education,168244.72,rejected,2024-04-09,2024-04-15
300806,72,car,150298.57,Approved ,2024-11-15,2024-11-30
300807,303,car,412793.56,APPROVED,2025-01-09,2025-02-04
300808,805,education,225711.73,Approved ,2024-01-14,2024-01-08
300809,363,education,369592.87, REJECTED,2025-05-19,2025-05-10
300810,773,personal,436537.81,approved,2024-05-06,2024-05-05
300811,645,car,468277.1,Approved ,2024-04-30,2024-04-21
300812,348,home,246310.3,APPROVED,2025-05-17,2025-05-19
300813,472,personal,469959.6,pending,2023-07-04,2023-07-03
300814,962,car,338806.66,rejected,2025-03-07,2025-03-15
300815,460,personal,309740.71,Approved ,2024-09-17,2024-09-13
300816,566,home,334783.34,Approved ,2024-05-27,2024-05-31
300817,819,car,130473.84,pending,2025-06-20,2025-07-03
300818,432,home,347273.32,Approved ,2024-01-10,2024-02-01
300819,660,personal,7426.74,approved,2025-06-20,2025-06-17
300820,414,personal,76776.27,rejected,2024-08-10,2024-08-17
300821,732,car,371358.41, REJECTED,2025-04-30,2025-05-11
300822,597,car,130420.69,approved,2024-01-09,2024-01-16
300823,677,car,118272.3,rejected,2025-03-25,2025-04-05
300824,793,personal,222270.01,pending,2024-07-02,2024-08-01
300825,299,personal,271916.47, REJECTED,2024-01-29,2024-01-26
300826,30,education,130605.68,rejected,2025-02-01,2025-02-23
300827,56,car,NULL,Approved ,2024-02-27,2024-03-19
300828,441,home,170349.73,rejected,2023-09-28,2023-10-01
300829,813,personal,14431.2,APPROVED,2024-04-13,2024-04-11
300830,661,personal,22251.11,rejected,2024-05-09,2024-05-27
300831,566,education,468575.87,rejected,2024-05-13,2024-05-20
300832,925,home,NULL, REJECTED,2025-01-11,2025-02-08
300833,597,education,233500.68,rejected,2025-05-11,2025-06-09
300834,497,home,397703.2, REJECTED,2025-02-14,2025-03-02
300835,577,car,197064.75,pending,2025-03-05,2025-03-11
300836,179,home,247904.24,pending,2025-05-15,2025-06-06
300837,665,personal,485120.17, REJECTED,2023-08-10,2023-08-27
300838,598,car,490041.67, REJECTED,2025-01-03,2024-12-25
300839,929,home,279445.13,rejected,2024-12-29,2024-12-29
300840,648,car,489356.53, REJECTED,2023-08-11,2023-08-12
300841,597,home,150550.39,pending,2024-09-27,2024-09-25
300842,547,personal,425828.26, REJECTED,2024-07-14,2024-07-13
300843,369,education,312405.2,APPROVED,2024-12-21,2025-01-10
300844,835,education,493290.23,APPROVED,2025-03-23,2025-04-09
300845,23,education,35724.44, REJECTED,2024-12-26,2024-12-18
300846,614,car,345616.49,pending,2025-06-23,2025-07-03
300847,864,home,1229.53,Approved ,2024-07-18,2024-08-05
300848,321,home,421726.93,rejected,2024-02-27,2024-03-28
300849,143,home,231537.56,Approved ,2024-10-28,2024-11-25
300850,468,car,128503.97,pending,2025-06-03,2025-06-14
300851,243,car,249477.45,Approved ,2023-11-25,2023-12-15
300852,865,car,1213.67,Approved ,2024-06-18,2024-07-11
300853,365,personal,215246.66,approved,2024-11-08,2024-11-02
300854,334,car,356512.07, REJECTED,2024-01-04,2024-01-31
300855,155,personal,144000.62,rejected,2024-08-14,2024-08-10
300856,890,home,139122.86,pending,2024-09-23,2024-09-23
300857,660,car,19567.05,APPROVED,2023-11-25,2023-12-13
300858,973,car,206818.61, REJECTED,2024-03-28,2024-03-18
300859,105,home,293961.78,approved,2024-12-07,2024-12-13
300860,281,car,62423.76,APPROVED,2025-03-02,2025-02-21
300861,392,home,147225.63,Approved ,2023-08-11,2023-08-23
300862,827,car,34477.01,rejected,2024-12-19,2024-12-15
300863,593,home,418334.86,rejected,2024-12-16,2024-12-23
300864,882,car,410219.59,APPROVED,2025-04-17,2025-04-17
300865,653,car,399658.17,rejected,2024-03-02,2024-02-27
300866,715,home,440521.74,APPROVED,2025-02-26,2025-02-16
300867,980,personal,135373.11,APPROVED,2024-06-15,2024-06-19
300868,796,personal,173211.59,rejected,2024-08-28,2024-09-10
300869,276,car,199650.72,approved,2024-04-13,2024-04-16
300870,565,education,228650.02,APPROVED,2024-11-19,2024-12-19
300871,904,home,385549.17,pending,2024-01-17,2024-02-12
300872,813,education,270843.09,pending,2024-08-18,2024-08-26
300873,703,education,19866.0,approved,2023-10-01,2023-10-28
300874,605,home,388021.81,APPROVED,2023-07-16,2023-07-11
300875,176,home,258458.08,pending,2024-07-05,2024-07-01
300876,725,home,406297.66, REJECTED,2023-12-05,2023-12-29
300877,419,education,415190.18,approved,2025-02-21,2025-03-11
300878,224,education,380764.62,APPROVED,2024-07-17,2024-07-23
300879,202,education,475101.69, REJECTED,2024-11-25,2024-11-16
300880,859,home,91724.32,approved,2024-08-20,2024-08-17
300881,695,home,135358.68,APPROVED,2024-05-09,2024-05-02
300882,284,education,51939.14,rejected,2023-12-24,2023-12-17
300883,638,education,257784.26,approved,2025-01-11,2025-01-29
300884,928,home,391310.21,Approved ,2024-08-28,2024-09-18
300885,101,home,389616.24,APPROVED,2024-04-18,2024-05-12
300886,145,personal,279290.15,Approved ,2025-05-09,2025-05-31
300887,830,home,183800.37,pending,2024-09-27,2024-10-02
300888,814,personal,138961.77,approved,2023-08-19,2023-09-12
300889,482,education,121785.79,pending,2023-07-11,2023-07-12
300890,50,personal,232704.2,rejected,2023-07-24,2023-07-26
300891,979,personal,390215.2,Approved ,2024-03-18,2024-04-13
300892,74,education,157628.4,rejected,2025-05-05,2025-05-13
300893,625,personal,131145.63,approved,2024-06-14,2024-06-30
300894,668,education,443937.55, REJECTED,2024-10-10,2024-10-15
300895,131,education,468597.91,APPROVED,2024-05-30,2024-06-03
300896,516,car,205771.23,rejected,2024-02-10,2024-02-19
300897,386,car,156197.79,pending,2024-08-23,2024-08-28
300898,146,education,NULL, REJECTED,2023-12-22,2024-01-11
300899,956,car,254536.16,approved,2025-04-18,2025-04-26
300900,292,education,417410.73,rejected,2024-01-14,2024-01-13
300901,120,personal,493513.66,Approved ,2025-01-23,2025-02-13
300902,75,home,446392.71, REJECTED,2024-02-21,2024-02-12
300903,575,car,373994.22,approved,2023-08-21,2023-08-14
300904,765,home,191691.74,Approved ,2023-09-25,2023-09-30
300905,547,car,133806.64,approved,2025-01-29,2025-02-07
300906,194,education,352555.83,rejected,2024-01-27,2024-01-28
300907,366,education,360259.03,Approved ,2025-05-13,2025-06-11
